doc_id	paragraph_id	it-po
26110	16	Rozwiązaniem jest człowiek. Rozwiązaniem jest więc polityka. Jeśli człowiek jest zwierzęciem, uporządkowanym w kosmosie wraz ze wszystkimi żywymi istotami, to z konieczności jest zwierzęciem politycznym, czyli wspólnotowym, wspierającym, agregującym, technicznym i historycznym. Nasza natura bez predestynowanego siedliska (jak oceany dla planktonu) skłania nas do organizacji naszej przestrzeni zgodnie z naszym instynktem politycznym. Para, rodzina, plemię, wioska, miasto, region, państwo, naród, imperium… to wszystko formy organizacji, które są nie tylko społeczne, ale przede wszystkim naturalne. A raczej przestańmy myśleć o tym, co społeczne i polityczne, jako o czymś odrębnym i oderwanym od naszego życia, odrębnym i wrogim naturze. Pierwszym krokiem ekologii rewolucyjnej jest odrzucenie schematów homo oeconomicus, według których głównymi cechami człowieka są racjonalność (rozumiana w podstawowym sensie, przede wszystkim jako precyzja w kalkulacji) i wyłączne zainteresowanie troską o własną jednostkę. zainteresowania. Konsumpcjonizm, intensywna produkcja, eksploatacja środowiska i praca niepewna są skutkami, a nie przyczynami. Odrzucamy również oświeceniowe mity szlachetnego dzikusa, który niesie ze sobą ten rodzaj biologicznego rasizmu, który uważa społeczeństwo przemysłowe za lepsze od plemiennego, ale kieruje się dobrymi uczuciami związanymi z sprowadzaniem plemion do ich poziomu siłą. Problem ma podłoże ideologiczne: jeśli rozpatrzymy problem tylko w fatalistycznym tonie „tak musi być”, to pustynia będzie się dalej powiększać i wysychać naszą ziemię. Przejdźmy zatem do problemu suszy.
26110	17	Problem polityczny
26111	3	„Wbrew triumfalnym oświadczeniom Waszyngtonu Rosja wygrywa wojnę, a Ukraina ją przegrała. Debata jest otwarta na temat długoterminowych szkód wyrządzonych Rosji”. Tak więc Graham E. Fuller, były wiceprzewodniczący Narodowej Rady Wywiadowczej w CIA, szczegółowo opisuje konsekwencje tej „amerykańsko-rosyjskiej wojny toczonej przez pełnomocnika ostatniego Ukraińca”.
26111	5	W notatce Fuller wyjaśnia, że ​​„sankcje USA wobec Rosji okazały się znacznie bardziej niszczycielskie dla Europy niż dla samej Rosji. Globalna gospodarka zwolniła, a wiele krajów rozwijających się boryka się z poważnymi niedoborami żywności i ryzykiem szerzącego się głodu”.
26111	7	"Zniszczenia, jakich doznała Europa, stwarzają krytyczne problemy w stosunkach między nią a Waszyngtonem, który zmusza swoich klientów do wspierania na własny koszt swojej linii „błędnej i obłudnej polityki zagranicznej, opartej na desperackiej potrzebie zachowania„ amerykańskiego przywództwa ”w świat"". I okaże się, czy zgodzi się bez zastrzeżeń przystąpić do „ideologicznej” wojny z Chinami, od których Stary Kontynent zależy bardziej niż od Rosji."
26111	9	„Jedną z najbardziej niepokojących cech tej amerykańsko-rosyjskiej walki na Ukrainie była jawna korupcja niezależnych mediów. Waszyngton wygrał wojnę informacyjną i propagandową, koordynując wszystkie zachodnie media i zmuszając je do śpiewania tego samego śpiewnika, który charakteryzuje wojnę ukraińską. Nigdy wcześniej Zachód nie był świadkiem tak całkowitego narzucenia ideologicznie motywowanej perspektywy geopolitycznej […] Złapani w tę zjadliwą gradację antyrosyjskiej propagandy, jakiej nigdy nie widziałem nawet w czasach Zimnego Wojownika, poważni analitycy muszą kopać głęboko, aby uzyskać obiektywne zrozumienie tego, co faktycznie dzieje się na Ukrainie”.
26111	11	Uścisk mediów spowodował uciszenie „prawie wszystkich alternatywnych głosów”. „Ale najbardziej niebezpieczną konsekwencją jest to, że w miarę jak zbliżamy się do przyszłych światowych kryzysów, jesteśmy świadkami zaniku prawdziwie wolnej i niezależnej prasy”, podczas gdy opinia publiczna pada ofiarą „mediów zdominowanych przez międzynarodowe koncerny bliskie kręgom politycznym, które cieszą się poparciem elektronicznych mediów społecznościowych; wszystkich aktorów, którzy manipulują narracją dla własnych celów. Ponieważ stoimy w obliczu przewidywalnie większej i bardziej niebezpiecznej niestabilności spowodowanej globalnym ociepleniem, napływem uchodźców, klęskami żywiołowymi i prawdopodobnymi nowymi pandemiami, ścisła państwowa i korporacyjna dominacja zachodnich mediów staje się rzeczywiście bardzo niebezpieczna dla przyszłości demokracji” (dziwactwa tej tzw. walka między demokracją a autokracją…).
26111	13	Jeśli chodzi o zmiany geopolityczne podyktowane kryzysem na Ukrainie, Fuller zauważa, że ​​„masowe sankcje USA wobec Rosji, w tym konfiskata rosyjskich funduszy w zachodnich bankach, powodują, że większość świata ponownie rozważa pójście all-in na dolara amerykańskiego w przyszłości. Dywersyfikacja międzynarodowych instrumentów ekonomicznych już trwa i osłabi dominującą niegdyś pozycję gospodarczą Waszyngtonu oraz jego „jednostronną broń”, dolara.
26111	15	Co więcej, ruch Rosji w kierunku Azji wydaje się teraz nieodwracalnym przeznaczeniem, tworząc oś Chiny-Rosja, której Waszyngton od dawna obawiał się jako egzystencjalnego zagrożenia. Proces ten doszedł do takiego punktu, że pomysł rozłączenia tej osi, wysuwany przez wielu zachodnich analityków i polityków, jest obecnie czystą „fantazją”.
26111	17	„Niestety dla Waszyngtonu prawie wszystkie jego oczekiwania co do tej wojny okazują się niesłuszne” – konkluduje Fuller, według którego w przyszłości ten czas może okazać się momentem, w którym Zachód uświadomi sobie błąd tkwiący w protekcjonalność wobec amerykańskich roszczeń do „zachowania swojej globalnej dominacji”, co nieuchronnie doprowadzi do „nowych konfrontacji, coraz bardziej niebezpiecznych i szkodliwych dla Eurazji”. Podczas gdy „większość reszty świata – Ameryka Łacińska, Indie, Bliski Wschód i Afryka – nie widzi żadnego interesu narodowego w tej zasadniczo amerykańskiej wojnie z Rosją”.
26111	19	Jeśli odnosimy się do tych opinii, które nie są nowe na tej stronie, to dlatego, że są one wypowiedziane przez autorytatywne źródło, któremu z pewnością nie można zarzucić proputinizmu, oskarżenia, które było również nadużywane podczas niekończących się wojen przez zachodnią propagandę, która od czasu do czasu uciszał krytyczne głosy: bądź za Saddamem, bądź za Asadem. zwolenników Irańczyków, zwolenników terroryzmu i tak dalej. Nihil sub sole novum.
26111	21	Jedyną nowością jest to, że w przeszłości, podczas poprzednich etapów tej niekończącej się wojny – która z konieczności musiała obrócić się przeciwko Rosji i Chinom (i mniej lub bardziej pośrednio przeciwko Europie) – było tak, że podczas gdy Arabowie i Afrykanie nikogo nie obchodzili (ponieważ teraz nic nie obchodzi Jemen). Teraz, gdy wojna wpływa na ceny benzyny i żywności, ma to znaczenie. Również z tego punktu widzenia nihil…
26113	1	„IMPERIALNE MARZENIE PUTINA ZNAJDUJE SIĘ W RACHUNKU EKONOMICZNYM”
26113	3	Hit Johna Lennona „Imagine” zawsze był popularną piosenką z niewłaściwych powodów. „Wyobraź sobie, że świat będzie żył jako jeden” to najlepszy sposób na to, by skończyć w piekle.
26113	5	Ci, którzy trzymają się pacyfizmu w obliczu rosyjskiej agresji na Ukrainę, wikłają się we własną wersję „wyobraźni”. Wyobraź sobie świat, w którym konflikty zbrojne nie rozwiązują już napięć. Europa trwa w tym świecie „wyobraźni”, ignorując brutalną rzeczywistość daleko od swoich granic.
26113	7	Teraz pora się obudzić.
26113	9	Skończył się sen o szybkim zwycięstwie Ukrainy, powtórzenie pierwotnego marzenia o szybkim zwycięstwie Rosji.
26113	11	W sytuacji, która coraz bardziej wygląda na przedłużający się impas, Rosja robi powolne postępy, a jej ostateczny cel jest wyraźny i określony. Już nie trzeba umieć czytać między wierszami, kiedy Putin porównuje się do Piotra Wielkiego: „Na pierwszy rzut oka wydawało się, że coś Szwecji zabiera. Niczego jej nie zabierał, dawał to z powrotem. Oczywiście do nas należało również odebranie tego, co do nas należało, i umocnienie kraju”.
26113	13	Zamiast koncentrować się na konkretnych kwestiach (czy Rosja naprawdę po prostu „oddaje” coś? I czemu?), dobrze byłoby uważnie przeczytać słowa Putina, które uzasadniają jego stwierdzenie: , każda grupa etniczna musi gwarantować swoją suwerenność. Ponieważ nie ma środka, nie ma stanu pośredniego: kraj jest albo suwerenem, albo kolonią”.
26113	15	To, co oznaczają te słowa, jest jasne: istnieją dwie kategorie państw, suwerenne i podbite. Z imperialnej perspektywy Putina Ukraina należy do tej drugiej kategorii. Co więcej, jak wynika również z oficjalnych rosyjskich deklaracji z ostatnich miesięcy, „druga kategoria” obejmuje także Bośnię i Hercegowinę, Kosowo, Finlandię, kraje bałtyckie i ostatecznie samą Europę.
26113	17	Teraz więc możemy zrozumieć, co oznaczało zaproszenie Putina do „zachowania twarzy”. Oznacza to akceptację nie tyle znikomego kompromisu terytorialnego w Donbasie, ile imperialistycznej ambicji Putina. Powodem, dla którego należy odrzucić tę ambicję, jest to, że w naszym dzisiejszym zglobalizowanym świecie, w którym wszyscy jesteśmy nękani tymi samymi katastrofami, wszyscy jesteśmy wciągnięci w środek, do stanu pośredniego, który nie jest ani suwerennym krajem, ani podbitym kraju: naleganie na pełną suwerenność w obliczu globalnego ocieplenia jest czystym szaleństwem, ponieważ nasze przetrwanie zależy od ścisłej globalnej współpracy.
26113	19	Z drugiej strony Rosja nie ogranicza się do całkowitego ignorowania globalnego ocieplenia: dlaczego wściekła się na kraje skandynawskie, kiedy wyraziły chęć przystąpienia do NATO? Wraz z globalnym ociepleniem stawką jest kontrola Arktycznego Przejścia Północno-Zachodniego. (Z tego samego powodu Trump chciał kupić Grenlandię od Danii). Ze względu na wybuchową ewolucję Chin, Japonii i Korei Południowej, najważniejszy szlak komunikacyjny będzie przebiegał na północ od Rosji i Skandynawii. Plan strategiczny Rosji zakłada wykorzystanie globalnego ocieplenia: kontrolę nad najważniejszym szlakiem komunikacyjnym, a także pobudzenie rozwoju Syberii i kontrolę nad Ukrainą.
26113	21	W ten sposób Rosja zajmie dominującą pozycję w produkcji żywności, co pozwoli jej szantażować cały świat. Taka jest ekonomiczna rzeczywistość kryjąca się za imperialnym marzeniem Putina.
26114	3	Zbrodnicza i szalona polityka. W Lamorgese nie wystarczą ci, którzy przybywają drogą morską i lądową. Chce dostać więcej drogą powietrzną.
26114	5	Pamiętaj: każdy imigrant, który przybywa do Włoch, oznacza dzielenie się coraz mniejszymi zasobami z innym. Oznacza to mniej pieniędzy na mieszkańca. Mniej miejsca w szpitalach, przedszkolach, mieszkaniach socjalnych i transporcie. Oznacza to mniej wody i prądu. W dobie niedostatku jest to jeszcze większa zbrodnia.
26114	7	Nie tylko otwarte porty i instytucjonalizacja ruchu organizacji pozarządowych, nie tylko tysiące Tunezyjczyków wylądowało, a następnie zostało wypuszczonych na terytorium z absurdalnym dokumentem no-go. Nie tylko luksusowe statki, gdzie można je wysłać w rejs.
26114	9	Rząd zarazy i inwazji przyspiesza również loty, które przywożą nas, imigrantów do Włoch.
26114	11	Włoski rząd to k***a Sant'Egidio. Co z kolei jest k***ą inwazji.
26114	13	„Są to trudne chwile, w których nasz kraj jest zaangażowany na różnych frontach, poczynając od kryzysu ukraińskiego, w którym otrzymaliśmy wiele próśb o ochronę, ale uważam, że bardzo ważne jest rozpoczęcie i kontynuowanie wzdłuż linii korytarzy humanitarnych, ponieważ ważne jest, aby jest legalną metodą dotarcia do krajów śródziemnomorskich”. Tak więc minister spraw wewnętrznych Luciana Lamorgese na marginesie wydarzenia w Neapolu.
26114	14	„Jedną z metod prawnych, którą stosujemy z wielką determinacją, są korytarze humanitarne. – konkluduje – Fundamentalną kwestią jest to, żeby starać się coraz więcej mówić o legalnych sposobach ich sprowadzania z innych krajów do Włoch”.
26114	16	W sumie 4400 uchodźców przybyło do Europy dzięki systemowi osławionych korytarzy humanitarnych, z czego ponad 3600 we Włoszech.
26114	18	Włochy pogrążają się w kryzysie bez wyjścia, ci przestępcy z Lampedusy zaatakowani przez tysiące nielegalnych imigrantów jadą do Grecji po nich. Państwo członkowskie UE. Osoby przybywające z Kamerunu i Konga. Lub z krajów takich jak Irak i Syria, gdzie wojna skończyła się lata temu i mogli wrócić do domu. Rządzą nami przestępcy, którzy prostytuują nas watykańskim handlarzom humanitarnymi.
26114	20	Musimy iść po nich.
26114	22	Celem tych „korytarzy humanitarnych” sponsorowanych przez Sant'Egidio, podmiot działający na rzecz etnicznej dekonstrukcji Europy, nie jest pomoc, ale wykorzystanie tych ludzi poprzez deportację ich do Europy. W przeciwnym razie nie można by wytłumaczyć pracy organizacji takich jak Sant'Egidio, aby uniemożliwić prawdziwym syryjskim uchodźcom powrót do domu z Libanu i Turcji:
26115	3	To wielkie szczęście dla Włoch mieć ministra takiego jak Roberto Cingolani. Podwójne szczęście, ponieważ profesor fizyki z Mediolanu stoi na czele dykasterii o niejasnych, ale z pewnością fundamentalnych kompetencjach, „przemiany ekologicznej”. Cingolani to, jak mówią, technik, kluczowa kategoria naszych czasów, która nadaje aurę wszechwiedzy, niezależności i bezdyskusyjności poczynaniom tych, którzy szczycą się tym mianem.
26115	5	Prawdziwym szczęściem dla losu narodu włoskiego jest to, że Cingolani ma coś w rodzaju bezpośredniej linii do nieba. Rok temu orzekł, że planeta Ziemia została zaprojektowana dla trzech miliardów ludzi, koncepcja ta została ostatnio powtórzona. Na konferencji poświęconej nanotechnologiom profesor minister stwierdził (nie, zapewniam, technicy nie twierdzą, twierdzą ex cathedra), że „ludzie są pasożytami, ponieważ zużywają energię, niczego nie wytwarzając. Planeta została zaprojektowana dla trzech miliardów ludzi, jest nas za dużo, jesteśmy pasożytami”. Dodał, że „może zniszczyć każdą komórkę za pomocą pola magnetycznego przyłożonego do inteligentnych nanocząstek (tlenku żelaza) poprzez podgrzanie jej do pięćdziesięciu stopni za pomocą zewnętrznego pola magnetycznego”.
26115	7	Nic nie zrozumieliśmy – mea culpa, mea maxima culpa, analfabetami nauki i techniki – ale słowa ministra wydają się niejasno groźne. Czekając na opuszczenie tego świata przeszytego nie promieniem księżyca, ale morderczym polem magnetycznym, dziękujemy Cingolaniemu za szczere wymówienie słów, które oligarchie ukrywają za kominami, słownymi akrobacjami i fałszywą filantropią. Dziwni filantropi przekonani, że jest nas zbyt wielu na planecie, którzy zakładają sobie prawo do decydowania o tym, kto będzie w stanie uciec przed inteligentnymi nanocząstkami, wspomaganymi samobójstwami, masową eutanazją, pandemiami, być może stworzonymi w tajnych laboratoriach „nadających się do zdobycia funkcji”. Kolejny nieznośny eufemizm na określenie techno-naukowych jaskiń, w których koledzy Cingolaniego osłonięci kombinezonami ochronnymi pracują nad wzmocnieniem istniejących wirusów (lub stworzeniem nowych), z cnotliwym oficjalnym celem wyśledzenia antidotów i szczepionek.
26115	9	Faktem jest, że Cingolani, uprzywilejowany rozmówca Projektanta, Samolubnego Genu, w intymnych stosunkach z autorem Wielkiego Wybuchu, wie o dwóch podstawowych rzeczach: świat został zaprojektowany, być może przez Wielkiego Architekta Wszechświata, gigantycznego filozofa , odkrycie teologiczne i naukowe. Zna też (zwierzył mu się projektant) maksymalną oczekiwaną liczbę istot ludzkich: trzy miliardy. Westchnienie ulgi, ponieważ kilku oligarchów, przepraszam filantropów, wskazuje na znacznie niższe liczby, oczywiście zaliczając się do ocalałych.
