doc_id	paragraph_id	po-en
25113	95	In turn, Blair wrote in his memoirs that the Tories were influenced by the New Labor Party and his generation defined a new paradigm: what you do in your personal life is your choice, but what you do to others is not. Thus, a distinction was made between attitudes towards people (non-discriminatory on the basis of race, gender or sexuality) and attitudes towards the social order. In fact, British conservatism was dominated by liberal ideology.
25113	97	Over the ocean
25113	99	In the United States, so-called LGBT conservatism is characterized primarily by libertarianism on social issues and a focus on fiscal conservatism, a limited role for government.
25113	101	The Americans resisted the legal changes a little longer. Immediately after World War II, due to fears of communist infiltration of national security institutions, both conservative and liberal politicians sought to remove homosexuals from administrative and military positions. At the time, J. Edgar Hoover, director of the Federal Bureau of Investigation, ran the Sex Deviants program, forcing sodomites out of their prominent positions.
25113	103	Until the Stonewall Inn riots, the atmosphere was not conducive to changes in attitudes towards homosexuality, although of course there were demands for the assimilation of sexual minorities. The issue of their so-called rights was presented as a civil rights issue.
25113	105	A paradigm shift occurred in the late 1960s after the Stonewall Inn riots, when rivalry between supporters of the ideology of assimilation and liberation intensified within the LGBT movement.
25113	107	In 1972, the Gay Voter's League organization was formed from the dissolution of the San Francisco Gay Activists Alliance, which became involved in the campaign for the re-election of Republican President Richard Nixon. Finally, in 1978, within the Republican Party, the Log Cabin Republicans (LCR) faction was established, whose aim was to combat the California initiative of Briggs, prohibiting homosexuals from teaching in public schools. It was endorsed by then-governor Ronald Reagan.
25113	109	"Under Reagan's presidency, it is true that no regulations were introduced to advance the so-called gay rights forward, with the president himself criticizing the ""gay movement"" because he was not just demanding civil rights; but he wanted recognition and acceptance of an alternative lifestyle that neither he nor American society could tolerate."
25113	111	"Changes in this matter began to take place under the presidency of another Republican - George H.W. Bush, who signed the Hate Crime Statistics Act on April 23, 1990. It was the first federal law to ""recognize and designate gays, lesbians, and bisexuals."""
25113	113	Again, as in Great Britain, legal changes regarding the recognition of sexual minorities' claims occurred in the US, not as a result of their introduction by a liberal party, but by a nominally conservative one.
25113	115	"On November 29, 1990, Bush signed the Immigration Act which removed the phrase ""sexual deviation"" from the INA so that sodomites could no longer be barred from entering the US."
