doc_id	paragraph_id	ge-fr
22109	13	Pendant ce temps, la coopération germano-turque est maintenue au plus haut niveau. Le procureur général de la Cour fédérale de justice, Peter Frank, s'est rendu en Turquie pour des entretiens de haut niveau du mardi au jeudi de la semaine dernière, comme l'a rapporté vendredi le Frankfurter Rundschau en ligne. Le voyage a donc commencé à l'invitation du collègue de Frank, Bekir Sahin. Selon un autre rapport de l'ANF samedi, il est le procureur général dans la procédure d'interdiction contre le HDP.
22109	15	"Une porte-parole du parquet fédéral de Karlsruhe a confirmé la visite au journal. Elle n'a donné aucun détail, mais a seulement expliqué que ""les sujets de discussion avec les représentants de la justice turque"" comprenaient ""les tâches et le travail du système de justice pénale respectif"". Selon le rapport, Frank a également rencontré le président Erdogan. Se référant au quotidien pro-gouvernemental turc Yeni Safak, le Frankfurter Rundschau a également cité 129 demandes d'extradition vers la République fédérale d'Allemagne. Les personnes concernées sont des partisans du « mouvement Gülen », qui, comme le Parti des travailleurs du Kurdistan (PKK), est persécuté en Turquie en tant qu'organisation terroriste."
22109	17	Lire gratuitement pendant trois semaines
22109	19	Le quotidien Junge Welt dérange les dirigeants en diffusant leur propagande. Il adopte une position éclairante sans savoir-tout et travaille à travers les arguments, la qualité, le divertissement et le mordant.
22109	21	Découvrez-le maintenant et testez le jeune monde pendant trois semaines (deux semaines dans d'autres pays européens) gratuitement. Une fois que c'est terminé, l'abonnement d'essai se termine automatiquement.
2211	1	Quelle crise ?
2211	3	L'essai suivant est du Dr. Lee Gerhard, géologue à la retraite de l'Université du Kansas (BS en géologie 1958, MS en paléontologie mineure en 1961 et PhD en géologie en 1964). docteur Gerhard pense que le changement climatique est un phénomène naturel entraîné par des processus naturels depuis 4,5 milliards d'années, mais qu'il existe maintenant une pression culturelle pour trouver une cause humaine aux tendances actuelles.
2211	5	"""Je n'ai jamais pleinement accepté ou nié le concept de réchauffement climatique anthropique jusqu'à ce que les affirmations farfelues de James Hansen de la NASA fassent sensation à la fin des années 1980. J'ai consulté la littérature [scientifique] pour examiner le fondement de cette affirmation, en commençant par les premiers principes. Mes études m'ont ensuite amené à croire que les affirmations étaient fausses. Léa Gérard"
2211	7	Il est surprenant que tant de scientifiques aient délibérément abandonné leurs principes pour avancer une théorie du changement climatique (réchauffement anthropique) qui a déjà été contredite par des données empiriques. Ils préfèrent croire leurs modèles informatiques, qui sont conçus pour étayer leurs croyances en raison des hypothèses qu'ils contiennent. Qu'il y ait eu un réchauffement depuis la seconde moitié du XXe siècle est indéniable. Attribuer cette infime quantité de réchauffement au dioxyde de carbone d'origine humaine et prophétiser qu'il est dangereux pour l'humanité est soit malveillant et démontre soit une fausse représentation délibérée de l'histoire du climat, soit de l'ignorance.
2211	9	La reconstruction de la température des carottes de glace est empirique, reproductible et accessible. La terre se refroidit depuis plus de 4000 ans (Davis et Bohling, 2000). Le « refroidissement » était épisodique, certainement à l'échelle du millénaire, avec des pics chauds diversement qualifiés de minoens, romains, médiévaux et vraisemblablement modernes (Alley, 2000 ; Cuffey et Clow, 1997).
2211	11	Il existe d'autres ensembles de données qui ne sont pas empiriques mais relient les activités humaines et les artefacts à la température. Les données complètes publiées par Lamb (1996) documentent et illustrent la relation entre les températures et les activités humaines en interprétant les séquences du sol, l'histoire enregistrée comme la production de vin en Angleterre, les registres fiscaux de l'Empire romain, etc. La quantité de données est presque écrasante, montrant les grandes fluctuations des températures mondiales au cours des siècles et des millénaires avant les 50 dernières années, bien avant que les humains n'ajoutent des quantités importantes de dioxyde de carbone. Lamb illustre que la civilisation humaine s'est épanouie pendant toutes les périodes chaudes ; dans la période froide qui a suivi, la peste et la pauvreté ont fait rage.
2211	13	Le Groupe d'experts intergouvernemental sur l'évolution du climat (GIEC) des Nations Unies est considéré par les médias et les gouvernements comme l'autorité faisant autorité sur l'état et l'avenir du climat mondial, mais ce n'est pas un groupe scientifique. Bien qu'il appartienne à un groupe de scientifiques, il est politique, pas scientifique. Sa mission est un agenda politique : « Documenter l'impact humain sur le climat mondial ». Ce n'est ni une enquête scientifique ni un test de votre hypothèse selon laquelle le dioxyde de carbone émis par les humains contrôle la température globale.
2211	15	"Maintenant que la température mondiale n'a pas augmenté pour provoquer une ""crise"", les scientifiques qui osent commenter les données, contestant ainsi l'hypothèse du GIEC, seront réprimandés par l'église des médias sociaux et le monde universitaire excommunié. Ils ont perdu leurs revenus, leurs emplois et leur acceptation. Être un vrai scientifique n'est pas facile de nos jours."
2211	17	Le réchauffement des dernières décennies a été bénéfique, sauvant des centaines de milliers de vies et aidant à nourrir une population mondiale croissante. Il est regrettable que ce cycle climatique semble avoir pris fin. La peste et la famine prévaudront-elles ?
22111	3	Le tournant ne semble pas avoir été compris dans les médias. Non, pas LE tournant, y compris un fonds spécial pour la Bundeswehr (pour l'utilisation duquel, s'il vous plaît, une commission d'enquête permanente devrait vérifier chaque achat, commission et chaque vague promesse que les armes peuvent faire), mais un tournant qui est passe sous nos yeux, car nous sommes saisis de l'hallucination que le misérable XXe siècle menace de se répéter à l'envers. Désormais, les vagues épidémiques sont arrivées en premier, suivies de la mort sur les champs de bataille. Des morts massives dues à la famine ont rapidement suivi, comme Staline l'a accepté il y a près de cent ans.
22111	5	L'hallucination est entendue comme une piste audio. Au cours des premières semaines de la guerre en 1914, 50 000 poèmes de guerre se retrouvent chaque jour dans les journaux allemands. La bourgeoisie semblait devenue folle face au présent. Pour Ernst Bloch, ce fut la référence des réactions à la crise pétrolière du début des années 1970. Aujourd'hui, cependant, il ne s'agit pas de la rhétorique politique de qui soutient qui et comment, ou de se cacher derrière le dos des défenseurs ukrainiens, ni de la question de savoir combien d'armes plus ou moins légères sont fournies par qui et quand. Il s'agit d'interpréter les symptômes.
22111	7	Un article de Michael Hanfeld lu récemment dans le FAZ : « Alors que les défaitistes et les gens fatigués de la guerre se rencontrent à la télévision allemande, la guerre d'anéantissement russe en Ukraine continue. Reporters sans frontières compte le nombre de journalistes tués. » Les vaincus étaient autrefois Elisabeth von Thadden, Daniil Charms, Hans von Sponeck, les membres de la Rose Blanche, Wolfgang Borchert, Ezra Pound et bien d'autres.
22111	9	Guerre par procuration des Allemands contre eux-mêmes
22111	11	Hanfeld fait référence aux talk-shows télévisés inactifs mais au rythme rapide et à rotation automatique qui, dans une tentative de comprendre ce qui se passe, ils font leur honneur, essaient de comprendre ce qui se passe réellement dans des boucles de relecture presque identiques. Les défaitistes sont accusés de découragement et de pessimisme. Avec les images et les sons des champs de bataille, qui peut leur en vouloir ?
22111	13	Le courage en première ligne diffère cependant du courage à distance du commentateur. Il se glisse rhétoriquement dans la robe d'un juge, mais n'ordonne pas de cour martiale et n'a pas de guillotine ni de peloton d'exécution, mais prétend avec ses mots que c'est le cas. Oops!
22111	15	"Sigmund Freud a décrit ces symptômes avec précision. Les textes de Feuilleton peuvent aussi être compris comme une action de substitution. Cela s'applique également aux lettres ouvertes de toute nature qui aident leurs signataires à perdre leur notoriété. (Vous aviez raison – oui ou non ?). Que veut remplacer l'auteur par l'accusation de découragement ? L'éloge des victimes chez les reporters de guerre ? Vos propres ordres de marche vers le front ? Compte tenu de la gravité de la situation, ce serait trop bon marché. Un éditorial d'Ullrich Fichtner dans le numéro actuel de Spiegel (""Drückeberger Deutschland"") a un effet similaire. Derrière la rhétorique pompeuse des deux auteurs, il y a une envie d'être enfin du bon côté de l'histoire. Cela ressemble donc à une guerre par procuration des Allemands contre eux-mêmes. ""Maintenant, bonne victoire !"", a déclaré le président fédéral de l'époque, Theodor Heuss, aux soldats de la Bundeswehr en 1958."
