doc_id	paragraph_id	fr-en
23179	109	Astonishing the world is not false in a sense! To elect a man whom his son Hunter tenderly describes as Pedo-Peter, who falls off his bicycle, who falls asleep at each interview, who is unable to read his teleprompter for more than three minutes, who stammers incoherent remarks, which gets lost in the gardens of the White House, but which possesses the nuclear codes of the world's leading power, there is indeed something to be surprised about!
23179	111	But Laurence Haïm is best known for her bogus reports, as shown by a few examples below!
23179	113	But sometimes she outdoes herself, she says this week that Russia has built 15,000 universities in Africa! There, she excels in anything!
23179	115	Here, to support Macron and his policy of vassalage vis-à-vis the USA, the so-called news channels draw on the bottom of journalism, and we, we have to gulp down the dregs of journalists: Generals Gamelin, pedophiles, cocaine-addicted or rogue philosophers, habitual criminals, agents of Atlanticist influence… These people never give us any information, they stuff us day and night with this ridiculous propaganda fabricated by kyiv, well seasoned with adulterated moraline. Disgusting !
2318	1	Let's stop with the health panic and get to work
2318	3	We need to get people back to work rather than creating a health panic.
2318	5	In the absence of the publication of covid statistics proving that the current pandemic is even stronger than all the previous ones but even less dangerous, politicians and their acolytes in the medical world nevertheless continue to cause fear, as well as the very many covid quarantines linked to cases contact that are squarely imposed on companies whose absent staff cause daily malfunctions. All companies suffer from this evil and no longer know how to fill their teams and therefore slow down by producing less. Let's not talk about the brilliant invention telework to improve its living environment but not that of companies.
2318	7	Thus the restaurateurs, these damned of the Earth described as inhuman slavers are reduced to limiting their opening days for lack of staff.
2318	9	Two years of confinement and fear have changed mentalities. Why go to work when you can earn little less by staying at home? Why work weekends when you can enjoy your family and this new left-wing French way of life (work less, demonstrate every Saturday, decry those bastards of bosses who get rich on the backs of poor workers, etc.) .)?
2318	10	Work is no longer a Western value
2318	12	In Luxembourg, one of my starred restaurant friends is looking for a sommelier: 3000 euros net, weekends and public holidays closed, 12 weeks of annual leave: he can't find anyone! Of course he has a high level of requirement and that is perhaps the problem. It is excluded that he hires a sommelier without any experience other than his claim to earn the maximum.
2318	14	On the other hand, you will have to get used to being served by Ukrainian refugees who, in addition to a solid level of education (the Ukrainian children are frightened to note the low level of the German children), really want to rebuild their lives by working to earn more than the ridiculous allowances of our dear welfare state!
