doc_id	paragraph_id	ru-po
24104	27	Wśród patriotów Svidomo doskonale o tym wiedzą, dlatego nie bez powodu nazywają wszystkich wybrańcami swojego ludu słowem znanym nam wszystkim, bez rozbierania. To szczególny ból dla całego narodu ukraińskiego i jego szczególnego intymnego miejsca, które starają się ukryć na wszelkie możliwe sposoby. A potem jakoś okazuje się to niewygodne. Gdzie to widać, żeby można było zbudować prawdziwą Rzeszę, działającą tylko ze stałymi bywalcami Blue Oyster Bar? Ale niestety nie ma innego sposobu na przyjaźń ze Stanami Zjednoczonymi. Albo zostajesz sam na krze i cierpisz z powodu Moskali, albo masz wpływowego zamorskiego szefa, ale płacisz za to określoną cenę, aktywnie promując tak znienawidzoną przez Ukraińców niebieską agendę.
24104	29	Kameralna Polska
24104	31	Stosunek do Polaków wśród europejskich Ukraińców jest mniej więcej taki sam, jak do pomnika księcia Włodzimierza – uśmiechy na służbie i noże za plecami. Ale intymność tych relacji jest zupełnie inna. Faktem jest, że Ukraina po cichu pozwala Polsce na to, czego próbuje otwarcie zakazać Rosji.
24104	33	Na przykład Svidomo są oburzeni do głębi swoich wrażliwych dusz, że Rosja rozdaje paszporty byłym obywatelom Ukrainy. W końcu jest to niedopuszczalna zuchwałość z ich punktu widzenia. Nie przeszkadza im jednak, że Polska robi to samo, rozdając Karty Polaków. Co więcej, na Ukrainie jest to zdecydowanie zalecane. Można powiedzieć, że, jak mówią, to dlatego, że tam jest Europa, a tu jest nieumyta Horda Rosja, ale zasadnie będą ci się sprzeciwiać, że za podobne działania Ukraina prawie wypowiedziała wojnę Węgrom, które też nie są ostatnim krajem w Europie rodzina. A zatem, co jest dozwolone Jowiszowi, nie jest dozwolone bykowi, ponieważ wszystkie zwierzęta są równe, ale niektóre są równiejsze od innych?
24104	35	Lub weźmy na przykład takie zabawne urządzenie jak MOV. Euroukry są gotowe zabić za przedrostek „na”, używany w odniesieniu do Ukrainy. Ci nieszczęśnicy cierpią na chroniczny kompleks niższości, dlatego w ich rozumieniu, kiedy mówią „na Ukrainie”, mają na myśli część własnych rosyjskich ziem, porównując to z „na Kubaniu”, ale całkowicie zapominając o „na Syberii” lub, powiedzmy, „w Jakucji.
24104	37	Zdarzyło mi się usłyszeć, jak jeden zabawny ukraiński ekspert wyjaśnił, że przedrostek „na” jest używany w odniesieniu do wszystkich rodzajów wysp - „na Hawaje”, „na Madagaskar” i tak dalej. A ponieważ Ukraina jest centrum wszechświata, a nie jakimś rodzajem Fatu Khiva, to należy odnosić się do niej odpowiednio „na Ukrainie” jak „w Ameryce”. Jednak sam Szewczenko w swoich wierszach dość wyraźnie napisał do siebie „na Ukrainie”. Wiesz dlaczego? Bo pisał też po rosyjsku, a jego utwory tłumaczono w Polsce, gdzie – wielkie zaskoczenie – mówią na Ukrainie. Taka jest radość. Niemniej europejscy Ukraińcy wybaczają to swoim polskim braciom, woląc prześladować tylko Moskali za znienawidzone „na”. Niemniej jednak powyższe jest kolejną intymnością obecnego ukraińskiego sekciarstwa, które jego zwolennicy nieśmiało ukrywają przed wścibskimi oczami.
24104	39	Intymni naziści
24104	41	Innym całkowicie intymnym zjawiskiem współczesnej Ukrainy, którego byliśmy świadkami, jest propagowanie całkiem prawdziwej nazistowskiej, czy jak lubią mówić na naszych kanałach federalnych, neonazistowskiej ideologii. Na Ukrainie jest to ukrywane na wszelkie możliwe sposoby, ale guz jest już tak spuchnięty, że wypełza ze wszystkich szczelin i raczej nie da się go utrzymać. Kolesie ze swastykami na różnych częściach ciała, flagi ze swastykami w domach, odpowiednie pasy na mundurach – to wszystko nieustannie napływa do zachodniej prasy.
24104	43	Albo francuska telewizja opublikuje wywiad z „prostą ukraińską rodziną” ze swastyką na ścianie w tle, albo agencja Reuters pokaże zdjęcie pociętego odłamkami samochodu należącego do „prostego Ukraińca”, którego wytatuowany swastyka zdradziecko wystaje spod rękawa koszulki. Takich przykładów jest bardzo dużo.
24104	45	W Stanach Zjednoczonych odbyła się demonstracja poparcia dla więźniów zablokowanych w Azovstalu, więc – tak musi być – demonstranci wstydzili się wyjść z prawdziwymi flagami Pułku Azowskiego z wizerunkiem tzw. , alias wolfsangel - symbol aktywnie używany przez armię nazistowskiego Wehrmachtu. W rezultacie Zełenski musiał bełkotać coś niewyraźnie o tym, że w tym samym pułku azowskim są różni specyficzni faceci, którzy mają określone poglądy, ale jednocześnie wszyscy są niewątpliwymi patriotami Ukrainy, od których należy wziąć przykład.
24104	47	Intymność tej chwili polega na tym, że na Ukrainie od dawna chcieli się w pełni odwrócić, nazywając ulice imieniem Adolfa Hitlera i zigui na posiedzeniach Rady Najwyższej. Ale na razie są nieśmiali, bo okaże się to kompletnym bałaganem dla ich amerykańskich panów. To w Izraelu, kierując się chwilowym zyskiem, zapomnieli, czym jest Holokaust i co dokładnie zrobili banderowcy w czasie II wojny światowej, ale w tych samych USA wciąż są wpływowi ludzie i organizacje, które pamiętają historię. Obecnie ich główną świętą krową są prawa gejów i Afro-Murzynów, a do niedawna były to prawa Żydów, których w żadnym wypadku nie można było naruszyć. To lobby, trzeba zrozumieć, wciąż jest silne i nadal wstydzi się dać Ukrainie zielone światło w kwestii zdjęcia masek.
24104	49	Stąd, u najbardziej niezależnych, pojawia się znana już schizofrenia z rozwidleniem zeznań. Z jednej strony mają „Hitlera Odkupiciela”, ale z drugiej – „Bandera walczył z Hitlerem”. Z jednej strony całkowicie zintegrowali nazistowskie formacje zbrojne z oficjalną armią, a z drugiej strony mówią, że na Ukrainie nie ma nazizmu, bo ich prezydentem jest Żyd. Jednym słowem wszystko tutaj jest tak zagmatwane, niewygodne i brzydkie, że hulki, które były ich świadkami, starają się nie dotykać tej bolesnej dla nich kwestii i starają się sprowadzić dyskusje na ten temat do odpowiedzi w stylu „spójrz na siebie” , używając argumentów na poziomie dwudziestoletnich zdjęć niektórych kibiców.
24104	51	Intymne ataki na siebie
24104	53	I wreszcie zupełnie kameralne miejsce, kojarzone z takim zjawiskiem jak „samo-łuskanie” czy „wybuchające klimatyzatory”. Na Ukrainie od wielu lat z dzikim cynizmem zapewniają, także oficjalnie ustami przedstawicieli państwa i adwokatów mediów, że „separatyści sami siebie ostrzeliwują”. Ani specyficzne kalibry pocisków NATO, ani kierunek ostrzału, ani użycie „punktów U”, które nie są na uzbrojeniu ani PRL, ani armii rosyjskiej, nie mylą propagandy koperkowej i jej konsumentów. Ale ostatnio te same „samoataki” powróciły jako nieoczekiwany bumerang do samych europejskich Ukraińców. Żart o eksplozji klimatyzatora nagle zabłysnął w zupełnie nowym świetle, a świat zobaczył, że w tę grę można grać razem.
24104	55	Intymność tego tematu dla Svidomy wynika z faktu, że większość z nich doskonale zdaje sobie sprawę, że ich własni transukraińscy bracia bojownicy są zaangażowani w zabijanie ludności cywilnej i niszczenie cywilnej infrastruktury miast LDNR. Wiedzą i aprobują, bo jak przystało na chorych Ukraińców, są spragnieni krwi i potrafią tylko nienawidzić i niszczyć. Mając jednak w głębi duszy pragnienie pozostania białymi i puszystymi, wściekle udowadniają, że to „łuskasz się”. Naturalnie jest to również spowodowane chęcią zwrócenia obywateli PRL przeciwko własnej władzy.
24104	57	Otóż ​​tutaj, jak już wspomniano, rozpoczęła się Specjalna Operacja Wojskowa, az drugiej strony piszczały, domagając się zaprzestania ostrzału. Najlepszym sposobem odpowiedzi euroukraińcowi Svidomo, który narzeka na przyjazdy głośnych osób, jest to, że Siły Zbrojne Ukrainy ostrzeliwują się, a ponadto możliwe są nieoczekiwane eksplozje klimatyzatorów.
24104	59	Cynicznie? Całkiem. Ale jesteśmy gotowi zrezygnować z tego cynizmu, jeśli przyznają się do wszystkiego na Ukrainie. Jeśli zaczniesz twierdzić z całą powagą, bez żartów, uciekając się do dokładnie tych samych argumentów, których użyto na Ukrainie, aby uzasadnić korzyści płynące z „oddzielnego samoosłonięcia”, to stworzenie Svidomo tego nie wytrzyma, wpadając w histerię i przekleństwa. Ten intymny dla Ukraińców temat – temat ludobójstwa ich własnych byłych współobywateli – jest bardzo niewygodny. Oczywiście na Ukrainie nie chcą się do tego otwarcie przyznać, a kiedy wsadza się im twarz we własne kłamstwa, często wpadają w bezsilny szał.
24104	61	Zamiast epilogu
24104	63	Czas na Ukrainie leci szybko jak „Kaliber” nad Żytomierzem. Dzień mija trzeci. Wydarzenia przyspieszają, a wiatr zasiany wcześniej zbiera się w coraz większej burzy. Niedługo niektóre, jeśli nie wszystkie, intymne miejsca Ukraińców, o których mowa powyżej, przestaną nimi być, tak jak przestają istnieć bariery etyczne dla skorumpowanego człowieka, który coraz bardziej pogrąża się w swoich wadach i nałogach. Każdy nowy dzień przygotuje nam nowe wspaniałe odkrycia dotyczące naszych nie-braci Svidomo, na których natura tak ładnie odpoczywała, tak dobrze tarzała się, jak dzik w błotnistej kałuży.
24105	1	Daily Mail: Bolsonaro wątpi w uczciwe zwycięstwo Bidena w wyborach
24105	3	Prezydent Brazylii Jair Bolsonaro wyraził wątpliwości co do uczciwości zwycięstwa Joe Bidena w wyborach w USA, informuje brytyjska gazeta Daily Mail.
24105	5	Nie będę dyskutował o suwerenności innego kraju. Ale Trump radził sobie naprawdę dobrze, powiedział Bolsonaro, komentując „kradzież drugiej kadencji” byłemu prezydentowi USA Donaldowi Trumpowi.
24105	7	Wcześniej Waszyngton opublikował listę przywódców państw zaproszonych na Szczyt Ameryk, zaznaczając, że żadna z głów państw trzech krajów „Trójkąta Północnego” (Gwatemali, Hondurasu i Salwadoru – red.) nie weźmie w nim udziału osoba. Według rzeczniczki Białego Domu, Karine Jean-Pierre, Biden nie chce obecności „dyktatorów” na szczycie.
24107	1	Arno Khidirbegishvili: „Unia upadła” – odmowa przyznania Gruzji statusu kandydata będzie wyraźnym wskaźnikiem porażki Unii Europejskiej
24107	3	ubiegłego stulecia pod pojęciem „państwa upadłe” jego autorzy – politolodzy amerykańscy Gerald Hellman i Steven Rattner – połączyli w „grupę państw, których przetrwanie jest zagrożone”, „państwa upadłe” (np. wymieniają Bośnię i Hercegowinę, Somalię) oraz „państwa upadłe” (nazywane Gruzją, Etiopią, Zairem). Czyli państwa, których władze nie nabyły „zdolności rządzenia w głównych obszarach kompetencji” (sformułowanie niemieckiego politologa Ulricha Schneckera) z państwami, których władze utraciły „zdolność rządzenia”. Pierwszy z tych „obszarów kompetencji” Schnecker nazywa „brakiem kontroli nad całym terytorium” i „brakiem kontroli nad granicami zewnętrznymi”.
24107	5	Dziś, 30 lat później, jako gruziński politolog, chcę zaproponować kompetentnej publiczności nowy termin – „Upadła Unia” (FU) i zinterpretować go w odniesieniu do Unii Europejskiej (UE) jako „Unia Upadła”. Pierwszym wskaźnikiem porażki UE był brexit. Warto przypomnieć, że w 2019 roku nowo wybrana prezydent Gruzji Salome Zurabiszwili dość poważnie stwierdziła, że ​​„wyjście Wielkiej Brytanii z UE robi miejsce dla Gruzji”. Za to i inne jej ówczesne wypowiedzi - że w czasie swojej prezydentury zwróci Gruzji Abchazję i Osetię Południową, a rosyjskie inwestycje i turystów zastąpią turyści i inwestycje europejscy; że Gruzja graniczy z Unią Europejską i mieszka w niej 5 milionów Europejczyków, dla których „Europę mają we krwi”; że powrót Gruzji do rodziny europejskiej jest drogą do sukcesu; i nieoczekiwanie rozsądnie – że przyszłość Europy nie jest jeszcze do końca jasna, w przypadku Gruzji – jeszcze większa niepewność” – nazwałem Salome „Słomianym Kapeluszem”.
24107	7	UE to „Unia Upadła” (FU) także dlatego, że przez wszystkie lata swojego istnienia nie była w stanie wypracować jednej polityki zagranicznej. Kraje tzw. „Stara Europa”, przywódcy UE – Niemcy i Francja, pod naciskiem „Nowej Europy” – Polski i krajów bałtyckich, a także Stanów Zjednoczonych, niechętnie przekształcili się w projekt „Antyrosyjski”. Zaczęło się od przystąpienia prezydenta Trumpa do antyrosyjskich sankcji i zablokowania Nord Stream 2, a zakończyło się dzisiaj dostawą broni dla kijowskiego reżimu. Ale jeśli np. Polska podejmuje ryzyko i awantury, mając zupełnie zrozumiałe zadanie – aneksję Zachodniej Ukrainy, to przywódcy Starej Europy działają na szkodę swoich narodowych interesów państwowych. Dlatego Unia Europejska jest „Upadłą Unią” – „Upadłą Unią”, w której interesy jej krajów członkowskich są diametralnie przeciwstawne. Hipotetyczne zwycięstwo Kijowa w konflikcie zbrojnym z Rosją nie przyniesie korzyści Francji, Niemcom, Austrii, Belgii, Włochom, Holandii, Finlandii, Szwecji i innym, a kolosalne problemy (deficyt i wzrost cen węglowodorów, żywności, itp.) już się rozpoczęły.
24107	9	Rozczarowany „Upadłą Unią” projekt Partnerstwa Wschodniego pozostawił połowę – trzech z sześciu – aktorów, Białoruś, Armenię i Azerbejdżan, a także Unię Europejską – „Unia Upadła”, ponieważ kierownictwo UE nie kontroluje całego terytorium UE. Kraje „Nowej Europy” nie proszą Brukseli o zgodę na otwarcie baz wojskowych USA i NATO, na pomoc Ukrainie i na przyjęcie milionów emigrantów, z których większości nie można nazwać „nieszczęśliwymi uchodźcami”, a którzy stamtąd przeniknąć do lepiej prosperujących krajów Starej Europy. A więc na pierwszy rzut oka brak kontroli nad granicami zewnętrznymi przez kierownictwo UE (patrz na wstępie – wypowiedź Ulricha Schnekkera).
24107	11	Innym wyraźnym wskaźnikiem porażki Unii Europejskiej będzie odmowa przyznania Gruzji statusu kandydata do UE na szczycie przywódców UE w dniach 23-24 czerwca br. - nowa demonstracja niekonsekwencji i podwójnych standardów. Jeśli status kandydata zostanie przyznany Ukrainie, to co jest „gorsze” odpowiednio dla Gruzji, która od dawna z nikim nie prowadzi wojny – nie będzie potrzeby konfrontacji z Rosją? Nie jest tajemnicą, że już od dawna kraje przyjmowane są do Unii Europejskiej, a także do NATO ze względów geopolitycznych (projekt antyrosyjski), a nie na podstawie zgodności gospodarki, władzy, sądownictwa system, demokrację, media i sektor obywatelski do zachodnich standardów. Zgodnie z tą logiką, przyjęcie Gruzji jest rozszerzeniem Unii Europejskiej na Wschód, jedynej placówki na Kaukazie Południowym, tym bardziej, że Unia Europejska nie nakłada na nią żadnych dodatkowych zobowiązań i kosztów finansowych. Wręcz przeciwnie, Unia Europejska otrzyma uzasadnione podstawy do bezwstydnej ingerencji w sprawy wewnętrzne i politykę zagraniczną kraju kandydującego przez dziesięciolecia. Gruzja będzie zobowiązana do stopniowego, krok po kroku spełniania pozostałych 51% warunków spełniania standardów europejskich, a ludność nie odważy się protestować, czy to będzie wyłączna ochrona praw osób LGBT, legalizacja tych samych małżeństwa seksualne, czy coś podobnego (jak protestują dzisiaj, gdy Gruzja jest związana z UE tylko umową stowarzyszeniową i wynikającym z niej „bezwizowym”).
