doc_id	paragraph_id	ge-po
22109	5	Do zatrzymania doszło 2 lipca. Według ANF, Örnek podróżował przez Szwajcarię z przyjacielem w momencie, gdy zostali zatrzymani przez urzędników na A8. Örnek i jego towarzysz Durmaz Yahisi byli przetrzymywani przez kilka godzin, każdy z rękami za plecami. Według raportu ANF, początkowo nie podano im żadnego powodu. Yahisi został później zwolniony, jak poinformował w piątek na Twitterze Kerem Schamberger, działacz organizacji pozarządowej Medico International. „Wszyscy razem musimy temu zapobiec” – zażądał w związku z groźbą ekstradycji Örneka.
22109	7	Azyl polityczny otrzymał w Szwajcarii w czerwcu 2018 r. po tym, jak student literatury na Uniwersytecie Cukurova w Adanie został oskarżony o „przynależność do organizacji terrorystycznej” w związku z jego legalną działalnością polityczną na rzecz Ludowej Partii Demokratycznej (HDP). Według Schambergera student musiał już spędzić trzy miesiące w tureckim areszcie po tym, jak wziął udział w spotkaniu HDP w czasie kampanii wyborczej. Obecnie w Turcji toczy się postępowanie zakazujące lewicowej, prokurdyjskiej partii. Przeciwko 27-latkowi toczą się jeszcze trzy sprawy, według ANF ostatni raz został skazany na kilka lat więzienia.
22109	9	„Rząd federalny najwyraźniej chce odegrać pionierską rolę w NATO w politycznych prześladowaniach Kurdów w zamian za przestrzeganie przez Erdogana paktu wojskowego” – skrytykował w niedzielę w Junge Welt poseł do Bundestagu Sevim Dagdelen (Die Linke). Zwracając się do rządu federalnego, Dagdelen powiedział, że każdy, kto „wydaje Turcję pod nóż”, powinien „przynajmniej zaprzestać ciągłych prób ochrony praw człowieka”.
22109	11	Według Schambergera powodem aresztowania 27-letniego studenta i tymczasowego zatrzymania jego towarzysza było skierowanie przez państwo tureckie Yasera Örneka z Europejskim Urzędem Policji, w skrócie Europolem, na przeszukanie. Turcja domaga się obecnie ekstradycji 406 osób z państw członkowskich UE, powiedział w sobotę Civan Akbulut z Rady Integracji Państwowej Nadrenii Północnej-Westfalii, powołując się na doniesienia tureckiej prasy na Twitterze. W związku z tym do rządu federalnego skierowano 129 wniosków o ekstradycję. „Brudny układ NATO między Turcją a Szwecją/Finlandią przynosi efekty” – skomentował Akbulut.
22109	13	Tymczasem współpraca niemiecko-turecka utrzymywana jest na najwyższym poziomie. Prokurator generalny Federalnego Trybunału Sprawiedliwości, Peter Frank, udał się do Turcji na rozmowy na wysokim szczeblu od wtorku do czwartku w zeszłym tygodniu, jak poinformował w piątek Frankfurter Rundschau online. Wyprawa rozpoczęła się więc na zaproszenie kolegi Franka, Bekira Sahina. Według innego raportu ANF z soboty, jest on głównym prokuratorem w postępowaniu dezaktywacyjnym przeciwko HDP.
22109	15	Wizytę w gazecie potwierdziła rzeczniczka Prokuratury Federalnej w Karlsruhe. Nie podała żadnych szczegółów, wyjaśniła jedynie, że „tematy do dyskusji z przedstawicielami tureckiego wymiaru sprawiedliwości” obejmują „zadania i pracę odpowiedniego wymiaru sprawiedliwości w sprawach karnych”. Według raportu Frank spotkał się także z prezydentem Erdoganem. Powołując się na turecki prorządowy dziennik Yeni Safak, Frankfurter Rundschau wymienił także 129 wniosków o ekstradycję do Republiki Federalnej Niemiec. Zainteresowani to zwolennicy »ruchu Gülena«, który podobnie jak Partia Pracujących Kurdystanu (PKK) jest prześladowany w Turcji jako organizacja terrorystyczna.
22109	17	Czytaj za darmo przez trzy tygodnie
22109	19	Dziennik Junge Welt przeszkadza rządzącym w szerzeniu ich propagandy. Zajmuje oświecającą pozycję bez wszechwiedzącego i działa poprzez argumenty, jakość, rozrywkę i gryzienie.
22109	21	Sprawdź już teraz i testuj młody świat przez trzy tygodnie (dwa tygodnie w innych krajach Europy) bezpłatnie. Po tym czasie subskrypcja próbna kończy się automatycznie.
2211	1	Jaki kryzys?
2211	3	Poniższy esej pochodzi od dr. Lee Gerhard, emerytowany geolog z University of Kansas (licencjat z geologii 1958, magister paleontologii minor w 1961 i doktorat z geologii w 1964). dr Gerhard uważa, że ​​zmiana klimatu była naturalnym zjawiskiem napędzanym naturalnymi procesami przez 4,5 miliarda lat, ale obecnie istnieje presja kulturowa, aby znaleźć ludzką przyczynę obecnych trendów.
2211	5	„Nigdy w pełni nie zaakceptowałem ani nie zaprzeczyłem koncepcji antropogenicznego globalnego ocieplenia, dopóki dzikie twierdzenia Jamesa Hansena z NASA nie wywołały sensacji pod koniec lat 80. Zajrzałem do literatury [naukowej], aby zbadać podstawy tego twierdzenia, zaczynając od pierwszych zasad. Moje studia doprowadziły mnie do przekonania, że ​​twierdzenia te są fałszywe” (dr. Lee Gerarda
2211	7	To zaskakujące, że tak wielu naukowców celowo porzuciło swoje zasady, aby rozwinąć teorię zmiany klimatu (ocieplenie antropogeniczne), której już zaprzeczają dane empiryczne. Wolą wierzyć swoim modelom komputerowym, które mają wspierać ich przekonania ze względu na zawarte w nich założenia. Nie da się zaprzeczyć, że od drugiej połowy XX wieku następuje ocieplenie. Przypisywanie tej niewielkiej ilości ocieplenia spowodowanemu przez człowieka dwutlenkiem węgla i prorokowanie, że jest to niebezpieczne dla ludzkości, jest albo złośliwe i demonstruje albo umyślne błędne przedstawienie historii klimatu, albo ignorancję.
2211	9	Rekonstrukcja temperatury rdzenia lodowego jest empiryczna, powtarzalna i dostępna. Ziemia oziębia się od ponad 4000 lat (Davis i Bohling, 2000). „Ochłodzenie” było epizodyczne, z pewnością w skali tysiąclecia, z ciepłymi szczytami różnie określanymi jako minojskie, rzymskie, średniowieczne i przypuszczalnie współczesne (Alley, 2000; Cuffey i Clow, 1997).
2211	11	Istnieją inne zestawy danych, które nie są empiryczne, ale odnoszą się do działalności człowieka i artefaktów do temperatury. Obszerne dane opublikowane przez Lamba (1996) dokumentują i ilustrują związek między temperaturą a działalnością człowieka poprzez interpretację sekwencji gleby, zapisanej historii, takiej jak produkcja wina w Anglii, księgi podatkowe Cesarstwa Rzymskiego i tym podobne. Ilość danych jest niemal przytłaczająca, pokazując duże wahania globalnych temperatur na przestrzeni wieków i tysiącleci poprzedzających ostatnie 50 lat, na długo przed tym, zanim ludzie dodali znaczne ilości dwutlenku węgla. Baranek ilustruje, że cywilizacja ludzka kwitła we wszystkich ciepłych okresach; w międzyczasie szalała zaraza i bieda.
2211	13	Międzyrządowy Zespół Narodów Zjednoczonych ds. Zmian Klimatu (IPCC) jest postrzegany przez media i rządy jako autorytatywny organ w sprawie stanu i przyszłości światowego klimatu, ale nie jest to grupa naukowa. Chociaż należy do grona naukowców, jest polityczny, a nie naukowy. Jej misją jest program polityczny: „Dokumentowanie wpływu człowieka na globalny klimat”. Nie jest to ani badanie naukowe, ani test twojego założenia, że ​​dwutlenek węgla emitowany przez ludzi kontroluje globalną temperaturę.
2211	15	Teraz, gdy globalna temperatura nie wzrosła, by wywołać „kryzys”, naukowcy, którzy odważą się komentować dane, kwestionując w ten sposób hipotezę IPCC, zostaną upomnieni przez kościół mediów społecznościowych, a świat akademicki ekskomunikowany. Stracili dochody, pracę i akceptację. W dzisiejszych czasach bycie prawdziwym naukowcem nie jest łatwe.
2211	17	Ocieplenie w ciągu ostatnich kilku dekad było korzystne, ratując setki tysięcy istnień ludzkich i pomagając wyżywić rosnącą populację na świecie. To niefortunne, że wydaje się, że ten cykl klimatyczny dobiegł końca. Czy zwycięży zaraza i głód?
22111	3	Wydaje się, że punkt zwrotny nie został zrozumiany w mediach. Nie, nie punkt zwrotny, w tym specjalny fundusz dla Bundeswehry (na potrzeby którego, proszę, stała komisja śledcza powinna sprawdzać każde zamówienie, zlecenie i każdą niejasną obietnicę, jaką może spełnić broń), ale punkt zwrotny, który jest dzieje się na naszych oczach, ponieważ jesteśmy dotknięci halucynacjami, że nędzny XX wiek grozi powtórzeniem się w odwrotnej kolejności. Teraz najpierw nadeszły fale epidemii, a potem umieranie na polach bitew. Wkrótce nastąpiła masowa śmierć głodowa, co Stalin zaakceptował prawie sto lat temu.
22111	5	Halucynacja jest słyszana jako ścieżka dźwiękowa. W pierwszych tygodniach wojny w 1914 roku codziennie w niemieckich gazetach pojawiało się 50 000 wierszy wojennych. Wydawało się, że burżuazja oszalała w obliczu teraźniejszości. Dla Ernsta Blocha był to punkt odniesienia dla reakcji na kryzys naftowy na początku lat siedemdziesiątych. Dziś jednak nie chodzi o polityczną retorykę, kto stoi przy kim i jak, czy chowa się za plecami ukraińskich obrońców, ani o to, ile mniej lub bardziej lekkiej broni jest dostarczane przez kogo i kiedy. Chodzi o interpretację objawów.
22111	7	Niedawno w FAZ przeczytano artykuł Michaela Hanfelda: „Podczas gdy defetyści i znużeni wojną ludzie spotykają się w niemieckiej telewizji, rosyjska wojna na wyniszczenie na Ukrainie trwa. Reporterzy bez Granic liczą zabitych dziennikarzy”. Pokonanymi byli kiedyś Elisabeth von Thadden, Daniil Charms, Hans von Sponeck, członkowie Białej Róży, Wolfgang Borchert, Ezra Pound i wielu innych.
22111	9	Wojna zastępcza Niemców przeciwko sobie
22111	11	Hanfeld odnosi się do bezczynnych, ale szybkich, samonakręcających się telewizyjnych talk show, które próbując zrozumieć, co się dzieje, robią swoje, próbując pojąć, co faktycznie dzieje się w niemal identycznych pętlach powtórek. Porażkom zarzuca się zniechęcenie i pesymizm. Z widokami i dźwiękami pól bitewnych, któż może ich winić?
22111	13	Odwaga na linii frontu różni się jednak od odwagi komentatora na odległość. Wślizguje się retorycznie w szaty sędziego, ale nie kieruje sądem wojskowym, nie ma gilotyny ani plutonu egzekucyjnego, ale swoimi słowami udaje, że tak jest. Ups!
22111	15	Zygmunt Freud dokładnie opisał te objawy. Teksty feuilletonowskie można również rozumieć jako działanie zastępcze. Dotyczy to również wszelkiego rodzaju listów otwartych, które pomagają ich sygnatariuszom zdobyć sławę. (Miałeś rację – tak czy nie?). Co autor chce zastąpić zarzutem zniechęcenia? Pochwały dla ofiar wśród reporterów wojennych? Twoje własne rozkazy marszu na front? W obliczu poważnej sytuacji byłoby to zbyt tanie. Podobny skutek ma artykuł redakcyjny Ullricha Fichtnera w bieżącym numerze Spiegla („Drückeberger Deutschland”). Za pompatyczną retoryką obu autorów kryje się tęsknota za tym, by wreszcie znaleźć się po właściwej stronie historii. Wygląda to więc na wojnę zastępczą Niemców przeciwko sobie. „A teraz miłej wygranej!”, powiedział ówczesny prezydent federalny Theodor Heuss do żołnierzy Bundeswehry w 1958 roku.
22112	1	Maska, lockdown, zamknięcie szkół: czy to wszystko jest naprawdę nieskuteczne?
22112	3	Niemcy mają nie tylko „letnią falę”, ale także sezon sprawozdawczy. W ciągu kilku dni opublikowano cztery bezwzględne oceny polityki dotyczącej koronawirusa od 2020 r. Minister nauki Bettina Stark-Watzinger (FDP) rozpoczęła od Raportu o edukacji 2022: Umiejętności czytania, pisania i liczenia w klasach szkół podstawowych drastycznie spadły z powodu miesięcy zamknięcia szkół, zaburzenia psychiczne stają się coraz częstsze u dzieci i młodzieży. „Doświadczanie stresu wśród uczniów w wieku od 11 do 17 lat gwałtownie wzrosło podczas pandemii” – wynika z ustaleń. Nic dziwnego, że podczas pandemii kliniki psychiatryczne dla dzieci i młodzieży osiągnęły swoje granice możliwości.
22112	5	Kilka dni później trend edukacyjny 2021 roku również odmalował smutny obraz funkcjonowania niemieckich szkół w politycznie określonych warunkach pandemii. Znacznie wzrósł odsetek dzieci, które nie spełniają minimalnych standardów szkół średnich do czwartej klasy. Zwiększyły się „różnice społeczne i związane z imigracją”. Raport o ubóstwie 2022 również donosił o pogłębieniu się podziału społecznego w środę w zeszłym tygodniu: na poziomie 17 procent wskaźnik ubóstwa osiągnął nowy rekord. Ponieważ środki pandemiczne nie dotknęły jednakowo wszystkich warstw, ale osoby o niskich dochodach, osoby samotnie wychowujące dzieci i rodziny wielodzietne były szczególnie trudne. „Ubóstwo nigdy w ostatnim czasie nie szerzyło się tak szybko, jak podczas pandemii” – powiedział podczas prezentacji Ulrich Schneider z Joint Association.
22112	7	Symulacja zamiast dowodów
22112	9	Drastyczne konsekwencje społeczne środków koronowych są zatem dobrze udokumentowane. Komisja ekspertów powinna ocenić, co te głębokie, trwałe nacięcia przyniosły z medycznego punktu widzenia. Twoje odkrycia są dostępne od piątku w zeszłym tygodniu – i są druzgocące. Nawet w skądinąd spokojnych tematach dnia komentator mówił jasno: „Mogłem krzyczeć. Głośno i długo.” Ponieważ w przypadku wielu środków, które od początku były kontrowersyjne, po prostu nie ma dowodów naukowych lub, ze względu na sytuację danych, są one niewystarczające. Kluczowe zdanie oceny brzmi: „Ogólnie rzecz biorąc, nie ma zauważalnego związku między poziomem zachorowalności a siłą środków.” Nawet skutki ograniczeń dostępu wynikających z zasad 2G, które dyskryminują dużą część populacji, był „raczej mały”. Nieliczne dostępne badania dały „bardzo heterogeniczny obraz”.
22112	11	Jeśli chodzi o zamykanie szkół, które były jednymi z najdłuższych w Europie, mówi się, że ich wpływ na „powstrzymanie rozprzestrzeniania się wirusa koronowego” jest „nadal otwarty pomimo biologicznego prawdopodobieństwa i licznych badań”. Nawet łączna ocena prawie 7500 badań na ten temat pokazuje, że „skuteczność i siła wpływu zamykania szkół na proces infekcji są nadal niepewne”. Historyczne eseje na temat skuteczności blokad podczas grypy hiszpanki, takie jak ta, na której według Spiegela Christian Drosten oparł swoją nagłą zmianę nastroju dotyczącą zamykania szkół wiosną 2020 r., raport w najlepszym razie świadczy o „anegdotycznych dowodach”.
22112	13	Raport zawiera znamienny fragment o lockdownach, które wówczas uważano za zupełnie bez alternatywy: „Mimo dość niepewnej oceny skutków lockdownu przez WHO na podstawie pandemii przed SARS-CoV-2”, krajów skorzystało z tego środka. „Było to również spowodowane bardzo wyraźnymi wynikami modelu symulacji komputerowej, który został przedstawiony przez Neila Fergusona wiosną 2020 r.
22112	15	Trudno w to uwierzyć, więc jeszcze raz: WHO wyjaśniła, że ​​jeszcze przed koronawirusem, dowody naukowe nie do końca przemawiają za blokadami. Ale na podstawie obliczeń jednego modelu, który nawet nie przeszedł przez proces przeglądu, ta maksymalna miara została podjęta na całym świecie.
22112	17	Niestety w ekspertyzie nie ma słowa o zakazie wizyt w szpitalach i domach pomocy społecznej, z których część obowiązuje do dziś, w wyniku którego osoby starsze, w tym z demencją, były przez wiele miesięcy nieludzko izolowane. Że ludzie przez innych ludzi - nie przez wirusa! - Musiał umrzeć samotnie z powodu zakazu odwiedzin, to skandal społeczny. Trzeba go przepracować: ponieważ podczas gdy ekipy filmowe były wpuszczane na oddziały intensywnej terapii w celu uzyskania melodramatycznych raportów, członkom rodziny nie pozwolono nawet pożegnać się w chwili śmierci. Podobnie skandaliczne są zamknięcia granic w marcu 2020 r. i wstrzymanie przyjmowania uchodźców ze względów humanitarnych i niestety wspomniane w raporcie tylko jednym słowem – „nieskuteczność”. Jeden z najbogatszych krajów na świecie, z jednym z najlepiej wyposażonych systemów opieki zdrowotnej, zamykał tych, którzy szukają pomocy, pod płaszczykiem „solidarności”.
