doc_id	paragraph_id	it-en
26277	3	Poltro (NA) – After the sensational break with the M5s and the birth of Together for (my) Future, Luigi di Maio finds himself firmly at the center of the Italian political scene. From the small Alpine village of Poltro, a hamlet of Pomigliano d'Arco, the Foreign Minister explained the objectives of his new formation in a brief meeting with journalists.
26277	5	"Di Maio immediately wanted to reassure the voters: ""Farewell to the M5S has no personal reasons, but it was necessary because the current political leader Giuseppe Conte, whom I don't even want to name, is not up to par with his predecessors, and I am certainly speaking of Vito Crimi. We remain against transformism and propose to return to the purity of the origins: we will introduce the limit of the two divisions, we certainly do not want to reach the extremes of a certain left""."
26277	7	"The political leader continued: ""For me the most important thing in politics is consistency, in fact I have always thought that only stupid people never change their minds"", and confirmed that decisions will still be made online by members, although he admitted that the platform used until last year by the M5S had major flaws: “Rousseau was a ciofeche, even Di Battista understood it. We will launch a much friendlier system, Uagliò“."
26277	9	"The technicians warn that the new platform will not be ready before 2030, but Di Maio guarantees that the leaders of his new formation will in any case act in the exclusive interest of the citizens: ""I assure you that our political action will be aimed exclusively at protecting the well-being of our constituents. And undoubtedly among our voters there are above all me: I proudly claim that I have always voted for myself, certainly not like any Adinolfi who presents himself in the elections and gets zero votes.”"
26277	11	"And to those who accuse him of careerism, of having become a professional politician, Di Maio replies firmly: “These insinuations make me think badly of those who spread them, and it is a sin to think badly, but often one guesses it. I'm just trying to make a contribution to the country: I'm aware of my limits, but I'm also sure I'm not surrounded by giants""."
26277	13	“Power wears out those who don't have it” finally commented the minister, taking leave of journalists by giving them the hump.
26278	1	In hot July in Italy there were 17 extreme events a day
26278	3	Drought, fires, but also storms, tornadoes and floods. From an atmospheric point of view, one of the worst months in recent history is closing. An analysis by Coldiretti
26278	5	A month of July ends which ranks among the hottest ever, marked however by an average of 17 extreme events per day along the peninsula including hailstorms, storms, tornadoes, water bombs and windstorms which have aggravated the drought damage amounting to over 6 billion euros in the countryside.
26278	7	This is what Coldiretti says with reference to the latest wave of bad weather that divided Italy in two with 10 red dot cities due to heat and bad weather alerts in 4 northern cities, based on data from the European Severe Weather Databases (Eswd).
26278	9	"We are facing - underlines Coldiretti in a note - an evident tendency towards tropicalization with a higher frequency of violent demonstrations, seasonal lags, short and intense rainfall and the rapid transition from heat to bad weather. Climate changes that cause damage because the land is unable to absorb water in a territory like the Italian one made more fragile by overbuilding and abandonment, with 7,252 municipalities, or 91.3% of the total, at hydrogeological risk according to Ispra data .
26278 11 Without forgetting that in 2022 there was an increase of +170% of fires driven precisely in a hot and dry month of July which favored the race of fire along the woods and countryside of the whole peninsula with damage to the environment, all economy, work and tourism, according to the analysis by Coldiretti on Effis data."
