doc_id	paragraph_id	it-ge
26110	11	Bevor wir uns einem eher philosophischen als praktischen Diskurs zuwenden, ist es sinnvoll, zumindest um der Wahrheit willen, einige historische Hinweise sowohl auf die sogenannte Klimafrage als auch auf die avantgardistischen Arbeiten Italiens zu Beginn des 20 letztes Jahrhundert. Lassen Sie uns einige Anhaltspunkte geben, um zu verstehen, wovon wir sprechen: Die Klimafrage hat als Hauptargument den Anstieg der Temperatur auf der Erde, der eine objektive Tatsache ist, da er das Ergebnis zahlreicher wissenschaftlicher Untersuchungen ist. Die Wahrnehmung, die wir dank der medialen Überbelichtung haben, ist jedoch, dass die Temperatur um mehrere Grad gestiegen ist und weiter steigen wird. Wir wissen eigentlich, dass seit dem Jahr, in dem begonnen wurde, Temperaturen wissenschaftlich und objektiv zu erfassen, also seit 1880, also vor 140 Jahren, die Temperatur auf der Erde um 0,9 Grad gestiegen ist. Zu dieser Tatsache sollte hinzugefügt werden, dass um die Mitte des 19. Jahrhunderts eine als Kleine Eiszeit definierte Periode endete, die Mitte des 14. Jahrhunderts begann; es versteht sich von selbst, wie der Name schon sagt, dass die Erde in diesen Jahrhunderten vor allem auf der Nordhalbkugel eine Zeit der Abkühlung erlebt hat: Wir haben Beweise für Eis, das es uns ermöglichte, auf der Themse zu gehen. Es ist eine natürliche Folge, wiederum aufgrund dieser „Berührung“, die die Oszillation dieses Geoids namens Erde auslöste, dass die Temperaturen seit dem Ende der „kleinen“ Eiszeit allmählich gestiegen sind. Ganz zu schweigen von den großen Eiszeiten, die wir als geologische Ereignisse kennen, die letzte „nur“ 14.000 Jahre vor Christus. Ein Wimpernschlag für solch weitreichende natürliche Kreisläufe. Aus dieser objektiven Tatsache entspringen jedoch zwei gelinde gesagt subjektive Strömungen, die an fatalistischen Aberglauben grenzen. Ich verlasse mich hier auf die Worte von Dr. Guglielmo Pannullo, der diese Strömungen in einem Artikel für den Studentenblock von 2020 gut dargelegt hat: „Skeptiker und Katastrophengegner – erklärt er – haben zwei diametral entgegengesetzte Standpunkte zu den Ursachen der globalen Erwärmung, und bis vor einigen Jahren war die Diskussion hauptsächlich auf die angelsächsische Welt beschränkt. Der Dreh- und Angelpunkt der Diskussion ist der Grund für diesen Anstieg, nicht wie viel. Die Rolle der Informationswelt und der Lobbys rund um das Thema hat zur Polarisierung der Positionen und zur Bildung dieser beiden gegensätzlichen Seiten geführt. Was die Skeptiker betrifft – fährt Pannullo fort – die Position von prof. Zichichi, mit dem vor einigen Monaten ein Interview für Il Primato Nazionale veröffentlicht wurde, behauptet, dass die heute gängigen Modelle zur Vorhersage des Klimawandels unvorhersehbar seien, da das Klima ein Phänomen mit so vielen veränderlichen Faktoren sei, dass es nicht absolut vorhergesagt werden könne mit einem mathematischen Modell. Folglich glaubt er, dass die Ursachen der globalen Erwärmung mit Aktivitäten außerhalb der Erde wie der Sonnenaktivität zusammenhängen und auf keinen Fall auf den Menschen zurückzuführen sind. Auf globaler Ebene wurde die Glaubwürdigkeit der skeptischen Komponente jedoch in einigen Fällen stark in Frage gestellt, nachdem festgestellt wurde, dass einige Exponenten oder Befürworter der globalen Erwärmung Berater von Ölunternehmen wie Exxon, Shell und Texaco usw. waren. Andererseits schreibt die katastrophale Komponente dem Menschen die volle Verantwortung für den Klimawandel zu und sieht die Ursachen der Erderwärmung in zu viel CO2 und im Ausstoß klimaverändernder Gase. Instrument der Katastrophenforscher sind die Berichte des IPCC, des Intergovernmental Panel on Climate Change, also einer Gruppe von Wissenschaftlern, die keine Umwelt- oder Klimaüberwachung betreiben, sondern wissenschaftliche Veröffentlichungen studieren, Produkte erforschen und häufiger fünf Jahre oder weniger berichten. Dieser jüngste Bericht aus dem Jahr 2014 verdeutlicht, dass die Mehrheit der Wissenschaftler glaubt, dass der Mensch wahrscheinlich die Ursache der globalen Erwärmung ist.“
26110	13	"Dank dieser erschöpfenden Erklärung wird daher deutlich, wie ernst ein Perspektivenproblem in Bezug auf die Umwelt ist, die ohne allzu viele Worte von einer jüdisch-christlichen Weltanschauung verschmutzt wird (""Seid fruchtbar und mehrt euch, füllt die Erde und macht sie euch untertan, beherrschen die Fische des Meeres und die Vögel des Himmels und alles Lebendige, das auf der Erde kriecht"" - Genesis 1,22), das auf den Punkt gebracht die Trennung von Mensch und Kosmos enthält, die durch die Säkularisierung der kapitalistischen und marxistischen Vision erreicht wird Westen: der materialistische, wo die Umwelt etwas anderes ist, sie ist Teil des Kapitals, sie verwertet den Gebrauchswert und macht alles um uns herum materiell nützlich. Aber das Problem sind dann – werden Sie sagen – die Männer. Dem ist nicht so, denn für Katastrophenforscher und Hippies ist der Mensch der entscheidende ökologische Akteur für die Wiederherstellung des Gleichgewichts der Ökosysteme."
26110	14	Die Lösung ist der Mensch
26110	16	Die Lösung ist der Mensch. Die Lösung ist dann Politik. Wenn der Mensch ein Tier ist, geordnet im Kosmos zusammen mit allem Lebendigen, ist er notwendigerweise ein politisches Tier, d. h. gemeinschaftlich, unterstützend, aggregierend, technisch und historisch. Unsere Natur ohne prädestinierten Lebensraum (wie die Ozeane für Plankton) bewegt uns dazu, unseren Raum nach unserem politischen Instinkt zu gestalten. Paar, Familie, Stamm, Dorf, Stadt, Region, Staat, Nation, Imperium … das alles sind Organisationsformen, die nicht nur sozial, sondern vor allem natürlich sind. Oder besser gesagt, lassen Sie uns aufhören, darüber nachzudenken, was sozial und politisch ist, als etwas, das von unserem Leben getrennt und getrennt ist, getrennt und feindlich gegenüber der Natur. Der erste Schritt der revolutionären Ökologie besteht darin, die Schemata des homo oeconomicus abzulehnen, wonach die Hauptmerkmale eines Menschen Rationalität (im primären Sinne verstanden, vor allem als Präzision in der Berechnung) und das ausschließliche Interesse an der Fürsorge für das eigene Individuum sind Interessen. Konsumismus, intensive Produktion, Ausbeutung der Umwelt und prekäre Arbeit sind Auswirkungen, nicht Ursachen. Wir lehnen auch die Aufklärungsmythen des edlen Wilden ab, der die Art von biologischem Rassismus mit sich führt, der die Industriegesellschaft der Stammesgesellschaft überlegen betrachtet, aber von den guten Gefühlen bewegt wird, die Stammesgruppen mit Gewalt auf ihr Niveau zu bringen. Das Problem ist ein ideologisches: Wenn man das Problem nur in einem fatalistischen Schlüssel betrachtet „das muss so sein“, dann wird die Wüste weiter vordringen und unser Land austrocknen. Kommen wir also zum Dürreproblem.
26110	17	Ein politisches Problem
26111	3	"„Im Gegensatz zu Washingtons triumphalen Ankündigungen gewinnt Russland den Krieg und die Ukraine hat den Krieg verloren. Die Debatte über den langfristigen Schaden, der Russland zugefügt wird, ist offen"". So Graham E. Fuller, ehemaliger Vizepräsident des National Intelligence Council bei der CIA, der die Folgen dieses „amerikanisch-russischen Krieges, der durch einen Stellvertreter des letzten Ukrainers geführt wird“, detailliert beschreibt."
26111	5	In der Notiz erklärt Fuller: „Die US-Sanktionen gegen Russland haben sich für Europa als weitaus verheerender erwiesen als für Russland selbst. Die Weltwirtschaft hat sich verlangsamt, und viele Entwicklungsländer sind mit schwerer Nahrungsmittelknappheit und dem Risiko eines grassierenden Hungers konfrontiert.“
26111	7	"Die Verwüstung, die Europa erlitten hat, schafft kritische Probleme in der Beziehung zwischen ihm und Washington, das seine Klienten zwingt, auf eigene Kosten seine Linie einer „fehlenden und heuchlerischen Außenpolitik zu unterstützen, die auf der verzweifelten Notwendigkeit basiert, die ‚amerikanische Führung‘ in Washington zu bewahren die Welt"". Und es bleibt abzuwarten, ob er sich vorbehaltlos dem ""ideologischen"" Krieg gegen China anschließen wird, von dem der alte Kontinent mehr abhängt als von Russland."
26111	9	„Eines der beunruhigendsten Merkmale dieses amerikanisch-russischen Kampfes in der Ukraine war die schiere Korruption der unabhängigen Medien. Washington gewann den Informations- und Propagandakrieg haushoch, indem es alle westlichen Medien koordinierte und sie zwang, dasselbe Gesangbuch zu singen, das den ukrainischen Krieg charakterisiert. Nie zuvor war der Westen Zeuge einer solchen totalen Auferlegung einer ideologisch getriebenen geopolitischen Perspektive […] Gefangen in diesem virulenten Sperrfeuer antirussischer Propaganda, wie ich es selbst in meinen Tagen als Kalter Krieger noch nie gesehen habe, müssen ernsthafte Analysten es tun Graben Sie tief, um ein objektives Verständnis dafür zu bekommen, was tatsächlich in der Ukraine passiert.“
26111	11	Der Griff auf die Medien hat dazu geführt, dass „fast alle alternativen Stimmen“ zum Schweigen gebracht wurden. „Aber die gefährlichste Folgerung ist, dass wir auf dem Weg zu zukünftigen globalen Krisen Zeugen des Verschwindens einer wirklich freien und unabhängigen Presse werden“, während die öffentliche Meinung „von Medien dominiert wird, die von multinationalen Unternehmen in der Nähe politischer Kreise dominiert werden, die die Unterstützung genießen von elektronischen sozialen Medien; alle Akteure, die die Erzählung zu ihren eigenen Zwecken manipulieren. Da wir mit vorhersehbar größerer und gefährlicherer Instabilität konfrontiert sind, die durch die globale Erwärmung, Flüchtlingsströme, Naturkatastrophen und wahrscheinlich neue Pandemien verursacht wird, wird die strikte staatliche und unternehmerische Beherrschung der westlichen Medien in der Tat sehr gefährlich für die Zukunft der Demokratie“ (Kuriositäten dieser sog Kampf zwischen Demokratie und Autokratie…).
26111	13	In Bezug auf die durch die Ukraine-Krise diktierten geopolitischen Veränderungen stellt Fuller fest, dass „massive US-Sanktionen gegen Russland, einschließlich der Beschlagnahme russischer Gelder in westlichen Banken, den größten Teil der Welt veranlassen, in Zukunft noch einmal auf den US-Dollar zu setzen. Die Diversifizierung der internationalen Wirtschaftsinstrumente ist bereits im Gange und wird Washingtons einst dominante wirtschaftliche Position und seine „einseitige Waffe“, den Dollar, schwächen.
26111	15	Darüber hinaus scheint Russlands Schritt nach Asien nun ein unumkehrbares Schicksal zu sein, das jene China-Russland-Achse hervorbringt, die Washington seit langem als existenzielle Bedrohung befürchtet. Dieser Prozess hat einen solchen Punkt erreicht, dass die von vielen westlichen Analysten und Politikern vorgebrachte Idee, diese Achse zu trennen, heute eine reine „Fantasie“ ist.
26111	17	"""Unglücklicherweise für Washington erweisen sich fast alle seine Erwartungen an diesen Krieg als falsch"", folgert Fuller, dem zufolge diese Zeit in Zukunft der Moment sein könnte, in dem sich der Westen des darin enthaltenen Irrtums bewusst wird Herablassung gegenüber dem amerikanischen Anspruch, ""seine globale Dominanz zu bewahren"", was unweigerlich ""neue Konfrontationen mit Eurasien schaffen wird, die immer gefährlicher und schädlicher werden"". Während „der Großteil der übrigen Welt – Lateinamerika, Indien, der Nahe Osten und Afrika – kein nationales Interesse an diesem im Grunde amerikanischen Krieg gegen Russland auf dem Spiel sieht“."
26111	19	Wenn wir auf diese Meinungen verweisen, die auf dieser Seite nicht neu sind, dann deshalb, weil sie von einer maßgeblichen Quelle stammen, die sicherlich nicht des Pro-Putinismus beschuldigt werden kann, eine Anschuldigung, die auch während der endlosen Kriege von der westlichen Propaganda missbraucht wurde, die Von Zeit zu Zeit verstummen die kritischen Stimmen von Pro-Saddam, Pro-Assad. Pro-Iraner, Pro-Terroristen und so weiter. Nihil sub sole novum.
26111	21	Die einzige Neuheit ist, dass in der Vergangenheit, während der vorherigen Stadien dieses endlosen Krieges – der sich zwangsläufig gegen Russland und China (und mehr oder weniger indirekt gegen Europa) wenden musste – die Araber und die Afrikaner sich um nichts kümmerten (da sich jetzt nichts mehr um den Jemen kümmert). Jetzt, wo der Krieg die Benzin- und Lebensmittelpreise beeinflusst, spielt das eine Rolle. Auch aus dieser Sicht, nihil…
26113	1	„HINTER PUTINS IMPERIALEM TRAUM STEHT EINE WIRTSCHAFTLICHE RECHNUNG“
26113	3	John Lennons Hit „Imagine“ war schon immer aus den falschen Gründen ein beliebtes Lied. „Stell dir vor, dass die Welt als Einheit leben wird“ ist der beste Weg, um in der Hölle zu enden.
26113	5	Diejenigen, die angesichts der russischen Aggression gegen die Ukraine am Pazifismus festhalten, verstricken sich in ihre eigene Version von „Imagination“. Stellen Sie sich eine Welt vor, in der Spannungen nicht mehr durch bewaffnete Konflikte gelöst werden. Europa hat in dieser Welt der „Imagination“ verharrt und die brutalen Realitäten fernab seiner Grenzen ignoriert.
26113	7	Jetzt ist es Zeit aufzuwachen.
26113	9	Der Traum von einem schnellen ukrainischen Sieg, eine Wiederholung des ursprünglichen Traums von einem schnellen russischen Sieg, ist vorbei.
26113	11	In einer Situation, die zunehmend wie eine langwierige Pattsituation aussieht, macht Russland langsame Fortschritte, und sein ultimatives Ziel ist klar und deutlich. Man muss nicht mehr zwischen den Zeilen lesen können, wenn Putin sich mit Peter dem Großen vergleicht: „Auf den ersten Blick schien es, als würde er Schweden etwas wegnehmen, er nahm ihr nichts weg, er gab ihr es zurück. Natürlich lag es auch an uns, uns das zurückzuholen, was uns gehörte, und das Land zu stärken.“
26113	13	Anstatt uns auf bestimmte Themen zu konzentrieren (gibt Russland wirklich einfach etwas zurück? Und wozu?), täten wir gut daran, Putins Worte sorgfältig zu lesen, die seine Aussage legitimieren: „Jedem Land, jedem Volk eine bestimmte Art von Führung zuzusichern , muss jede ethnische Gruppe ihre Souveränität garantieren. Denn es gibt keinen Mittelweg, keinen Zwischenstaat: Ein Land ist entweder souverän oder eine Kolonie“.
26113	15	Was diese Worte implizieren, ist klar: Es gibt zwei Kategorien von Staaten, die souveränen und die eroberten. Aus Putins imperialer Perspektive fällt die Ukraine in die letztere Kategorie. Darüber hinaus umfasst die „zweite Kategorie“, wie auch aus den offiziellen russischen Erklärungen der letzten Monate hervorgeht, auch Bosnien und Herzegowina, Kosovo, Finnland, die baltischen Staaten und schließlich Europa selbst.
26113	17	"Jetzt können wir also verstehen, was gemeint war, als Putin aufgefordert wurde, ""das Gesicht zu wahren"". Es bedeutet, nicht so sehr einen unbedeutenden territorialen Kompromiss im Donbass zu akzeptieren, sondern Putins imperialistische Ambitionen. Der Grund, warum dieser Ehrgeiz rundweg abzulehnen ist, liegt darin, dass wir in unserer heutigen globalen Welt, in der wir alle von den gleichen Katastrophen geplagt werden, alle in die Mitte gezogen werden, in einen Zwischenstaat, der weder ein souveräner noch ein eroberter Staat ist Land: Angesichts der Erderwärmung auf volle Souveränität zu bestehen, ist purer Wahnsinn, denn unser Überleben hängt von enger globaler Zusammenarbeit ab."
26113	19	Russland hingegen beschränkt sich nicht darauf, die globale Erwärmung völlig zu ignorieren: Warum wurde es wütend auf die skandinavischen Länder, als sie ihre Absicht zum Ausdruck brachten, der NATO beizutreten? Mit der globalen Erwärmung steht die Kontrolle über die Arktische Nordwestpassage auf dem Spiel. (Aus demselben Grund wollte Trump Grönland von Dänemark kaufen). Aufgrund der explosiven Entwicklung von China, Japan und Südkorea wird die wichtigste Kommunikationsroute nördlich von Russland und Skandinavien verlaufen. Russlands strategischer Plan ist es, sich die globale Erwärmung zunutze zu machen: die wichtigste Kommunikationsroute zu kontrollieren, die Entwicklung Sibiriens anzukurbeln und die Ukraine zu kontrollieren.
26113	21	Auf diese Weise wird Russland eine Vormachtstellung in der Lebensmittelproduktion einnehmen, die es ihm ermöglicht, die ganze Welt zu erpressen. Das ist die wirtschaftliche Realität hinter Putins imperialem Traum.
26114	3	Eine kriminelle und verrückte Politik. Diejenigen, die auf dem See- und Landweg anreisen, sind in Lamorgese nicht genug. Er will mehr Luft bekommen.
26114	5	Denken Sie daran: Jeder Einwanderer, der in Italien ankommt, bedeutet, immer weniger Ressourcen mit einem anderen zu teilen. Das bedeutet weniger Geld pro Kopf. Weniger Platz in Krankenhäusern, Kindergärten, Sozialwohnungen und Verkehrsmitteln. Das bedeutet weniger Wasser und Strom. Im Zeitalter der Knappheit ist es ein noch größeres Verbrechen.
26114	7	Nicht nur offene Häfen und die Institutionalisierung des NGO-Verkehrs, nicht nur Tausende von Tunesiern landeten und wurden dann mit einem lächerlichen No-Go-Dokument auf dem Territorium freigelassen. Nicht nur Luxusschiffe, wo man sie auf Kreuzfahrt schickt.
26114	9	Die Regierung der Ansteckung und Invasion beschleunigt auch die Flüge, die uns Einwanderer nach Italien bringen.
26114	11	Die italienische Regierung ist der ******* von Sant'Egidio. Was wiederum der ******* der Invasion ist.
26114	13	„Dies sind schwierige Momente, in denen unser Land an verschiedenen Fronten engagiert ist, beginnend mit der Ukraine-Krise, in der wir viele Schutzanfragen erhalten haben, aber ich glaube, es ist sehr wichtig, mit den humanitären Korridoren zu beginnen und weiterzumachen, weil es wichtig ist, dass dort ist eine legale Methode, um in die Mittelmeerländer zu gelangen“. So die Innenministerin Luciana Lamorgese am Rande einer Veranstaltung in Neapel.
26114	14	„Eine der juristischen Methoden, die wir mit großer Entschlossenheit verfolgen, sind humanitäre Korridore. – schließt er – Der grundlegende Punkt ist, zu versuchen, mehr und mehr über legale Methoden zu sprechen, um sie aus anderen Ländern nach Italien zu bringen“.
26114	16	Insgesamt sind 4.400 Flüchtlinge mit dem System der berüchtigten humanitären Korridore in Europa angekommen, davon über 3.600 in Italien.
26114	18	Italien versinkt in einer ausweglosen Krise, diese Kriminellen mit Lampedusa werden von tausenden illegalen Einwanderern angegriffen und gehen nach Griechenland, um sie zu holen. Ein Mitgliedsland der EU. Menschen, die aus Kamerun und Kongo anreisen. Oder aus Ländern wie dem Irak und Syrien, wo der Krieg vor Jahren zu Ende war und nach Hause gehen konnte. Wir werden von Kriminellen regiert, die uns für die Menschenhändler des Vatikans prostituieren.
