doc_id	paragraph_id	fr-ge
23108	5	Sanktionen, die sich erst allmählich bemerkbar machen, dürften diese Tendenz noch verstärken. Der westliche Druck soll das russische Volk nicht davon überzeugen, sich dem Autokraten zu widersetzen, der es ohnehin regiert: Er sollte Putin von seiner Unterstützungsbasis in der wirtschaftlichen, militärischen und politischen Elite Russlands abschneiden. Während in Moskau ein groteskes Bühnenstück entfaltet wird, um die Ukraine mit Nazideutschland zu vergleichen, ist es noch zu früh, um zu wissen, ob diese Maßnahmen die gewünschte Wirkung haben werden. Die Zahl der Oligarchen, die zur Flucht gezwungen wurden oder plötzlich beschlossen, aus Fenstern zu stürzen, deutet darauf hin, dass Putin nicht die Absicht hat, den Kriegswahn, der ihn antreibt, aufzugeben. Dieser Teufelskreis zeigt, dass nicht nur die Freiheit des ukrainischen Volkes auf dem Spiel steht, sondern auch die des russischen Volkes.
23110	1	Russische Gaskrise: Ökologie und Demokratie sind in Deutschland auf dem Rückzug
23110	3	Wegen der russischen Gasrationierung setzt Deutschland wieder auf Kohle und denkt über Atomkraft nach, Dinge, die vor einem Jahr noch undenkbar waren. Nebenwirkung dieser wirtschaftlichen und politischen Wende: die Stärkung der Zentralmacht gegenüber den Lokalmächten.
23110	5	Nach Polen, Bulgarien und Finnland erhält Frankreich seit dem 17. Juni kein russisches Gas mehr. Wenn der Strom nach Deutschland, Italien oder Österreich aufrechterhalten wurde, hat Gazprom den Strom jedoch um die Hälfte reduziert, als Vergeltung für die offizielle Annahme des Beitrittsantrags der Ukraine durch die Europäische Union.
23110	7	"Ein sehr schwerer Schlag für Deutschland, das normalerweise jährlich 58 Millionen Kubikmeter russisches Gas importiert, gegenüber nur 13 für uns. Gazprom-Chef Alexei Miller war klar: „Unser Produkt, unsere Regeln. Wir spielen nicht nach Regeln, die wir nicht aufgestellt haben."" In Frankreich sind wir eher ruhig: Die Lager sind zu 56 % gefüllt, mehr als zu dieser Jahreszeit üblich."
23110	9	Umgekehrt hat die russische Invasion in Deutschland das Bewusstsein für den enormen Fehler geschärft, mit Putin bei der Nord Stream-Gaspipeline zusammenzuarbeiten, auf deren Bau Angela Merkel im Jahr 2010 so stolz war, und erklärte damals angesichts polnischer Warnungen, dass dies sogar während der Kalter Krieg, russisches Gas hatte nie aufgehört, anzukommen …
23110	10	Die deutsche Kehrtwende: Kohlerückkehr und Atomdebatte
23110	12	Die Ironie ist total: Es war der Ökologe Robert Habeck, Minister für Wirtschaft und Klima – ja, das ist sein Titel –, der gestern kam, um den Deutschen den Übergang zu Stufe zwei von drei des nationalen Gasnotstandsplans anzukündigen , insbesondere eine nachhaltigere Tätigkeit der Kraftwerke…. Kohle, die denkbar schlechteste Art der Energiegewinnung.
23110	14	Die Gasvorräte des Landes decken den Bedarf für den nächsten Winter nicht. Die Debatte ist angespannt, weil im deutschen Recht Familien bei Treibstoffmangel Vorrang vor Unternehmen haben. Aber das Gespenst der Rezession deutet bereits auf die Nasenspitze. Wenn also die Industrie, Stützpfeiler der Wirtschaft des Landes, in diesem Winter weniger produzieren muss, wird es in den Häusern kalt, aber das gesellschaftliche Klima dürfte sehr heiß sein.
23110	16	"Und während Deutschland nach dem Unfall im Kraftwerk Fukushima im Jahr 2011 beschlossen hatte, alle seine Kernkraftwerke zu schließen, schlug der Finanzminister, der liberale Christian Lindner, vor, die letzten drei, die ihre Tore Ende 2011 schließen sollten, zu schließen das Jahr, ihre Lebensdauer verlängert sehen, um ""die Energiesicherheit des Landes in den kommenden Jahren zu gewährleisten""."
23110	18	Die Bundesregierung bildet eine Koalition aus drei Parteien. Sozialdemokraten und Grüne sind sehr anti-nuklear, da diese Energie das Fundament der deutschen Ökologie ist. Umgekehrt stehen die Liberalen, Relais der Arbeitgeber, dieser Energie positiv gegenüber. Wer wird gewinnen? Wir wissen nicht.
23110	19	Für die Deutschen werden die Windräder mit Gewalt oder mit Gewalt sein
23110	21	Eine weitere Debatte ist das Thema Windkraftanlagen, deren Entwicklung in Frankreich zunehmend umstritten ist. Deutschland, das bereits dreimal so viele hat wie wir, will seine Zahl innerhalb der nächsten zehn Jahre verdreifachen, um 2 % seines Territoriums mit riesigen Klingen zu bedecken.
23110	23	Dafür gibt es einen effektiven Weg: Ihre Entwicklung wurde gerade rechtlich als Angelegenheit der nationalen Sicherheit betrachtet. Kein lokaler Dialog und andere „Impact-Studien“ mehr, um ihren Bau zu verlangsamen oder zu verhindern. Dies wird zwingend erforderlich sein. Die bisher bestehenden Abstände zwischen Windrädern und Häusern von mindestens 800 Metern wurden aufgehoben.
23110	25	Die Veränderung ist in einem föderalen Land wie Deutschland, wo die föderierten Staaten starke Befugnisse haben, von Bedeutung. Für viele Ökologen ist der ökologische Wandel eine Chance, die Demokratie neu zu beleben, insbesondere auf lokaler Ebene. Das stimmt natürlich teilweise.
23110	26	Ökologie gegen lokale Demokratie
23110	28	Aber die russische Gaskrise, die im Vergleich zum Ausmaß der Veränderungen, die eine vollständige ökologische Umstellung auf vollständig erneuerbare Energiequellen erfordern würde, verblasst, zeigt, dass wir, die Bewohner reicher Länder, zu weit zurück sind, um uns Zeit für Überlegungen zu nehmen und lokale Entscheidungen. Robert Habeck hält es daher für einen „Fehler“, in der Vergangenheit nicht noch mehr Windkraftanlagen gebaut zu haben.
23111	3	Fabrice Leggeri hat gerade seinen Rücktritt als Exekutivdirektor von Frontex, der europäischen Grenz- und Küstenwache, eingereicht. Dieser Rücktritt erfolgt nach monatelangen aufeinanderfolgenden Enthüllungen über die Beteiligung von Frontex an Menschenrechtsverletzungen, insbesondere im Zusammenhang mit ihren Operationen an den Grenzen Osteuropas und in Griechenland. Nachdem ich meine Forschung mehr als zehn Jahre lang auf das zentrale Mittelmeer konzentriert habe, überraschen mich diese Enthüllungen überhaupt nicht. Im Rahmen einer der Untersuchungen, die ich im Rahmen des Forensic Oceanography-Projekts (Death by Rescue, 2016) durchgeführt habe, habe ich nachgewiesen, dass Frontex im Sommer 2014 eine echte Kampagne für die italienische militärische und humanitäre Operation Mare Nostrum gestoppt hat. Während die 2013-2014 eingesetzte Operation es ermöglicht hatte, eine große Anzahl von Migranten, die unter dramatischen Bedingungen aus Libyen flohen, proaktiv zu retten, beschuldigte Frontex sie, einen „Ruf nach Luft“ darzustellen, der zu mehr Überfahrten führte.
23111	5	Um Migranten davon abzuhalten, den europäischen Kontinent zu erreichen, hat die Agentur alles getan, um die Operation Mare Nostrum zu beenden und durch eine Frontex-Operation, Triton, zu ersetzen, die viel weiter von der libyschen Küste entfernt ist und deren Ziel die Grenzkontrolle und nicht die Rettung war Diese operative Änderung wurde trotz der Einstimmigkeit der Akteure, die die Rechte von Migranten verteidigen, und trotz interner Frontex-Bewertungen durchgeführt, die vorhersagten, dass das Ende von Mare Nostrum nicht zu weniger Überfahrten, sondern zu mehr Todesfällen auf See führen würde.
23111	7	Diese Realität hat sich auf tragische Weise konkretisiert, insbesondere mit dem Schiffbruch vom 18. April 2015, dem tödlichsten in der jüngeren Geschichte des Mittelmeers mit mehr als 950 Toten. Nach dieser Katastrophe gab der Präsident der Europäischen Kommission, Jean-Claude Juncker, zu, dass „es ein schwerer Fehler war, Mare Nostrum zu beenden. Es hat Leben gekostet“ (1). Man hätte erwartet, dass Frontex nach dieser Anerkennung für seine Rolle bei dieser tödlichen operativen Veränderung sanktioniert würde. Nichts geschah: Die Frontex-Operation wurde verstärkt und ihr Budget erhöht. Und die tödliche Erleichterungslücke, die das Ende von Mare Nostrum hinterlassen hat, wurde nie gefüllt.
23111	9	Von Verachtung bis Straflosigkeit
23111	11	All dies mag weit weg erscheinen. Aber heute informieren Flugzeuge und Drohnen von Frontex die libysche Küstenwache über die Anwesenheit von Migranten, damit sie trotz allem, was wir über die ihnen vorbehaltenen unmenschlichen Bedingungen wissen, abgefangen und nach Libyen zurückgebracht werden. Diese ältere Episode verdient es jedoch, in Erinnerung zu bleiben, weil sie deutlich die Rolle von Frontex bei der Konstruktion von Migranten als Bedrohung, der Einrichtung immer kostspieligerer und militarisierterer Grenzkontrolloperationen, der Verachtung für das Leben und die Rechte von Migranten, die die antreibt, demonstriert Agentur und die Straflosigkeit, die um ihre Aktivitäten herum organisiert wurde. Trotz des öffentlichen und politischen Drucks, dem Frontex nun ausgesetzt ist, wird dieser Zustand nicht grundsätzlich in Frage gestellt, und der Abgang von Fabrice Leggeri wird die Situation nicht wesentlich ändern.
23111	13	Aber es gibt noch mehr. In den vergangenen zwei Monaten hat die Europäische Union eine Politik der selektiven Öffnung gegenüber Migranten, die aus der Ukraine fliehen, angewandt. Für einen (zu) begrenzten Personenkreis hat sich ein Paradigmenwechsel vollzogen: die Mobilität von Schutzsuchenden zuzulassen und ihre Rechte anzuerkennen, anstatt sie um jeden Preis zu blockieren. Dieser offene Bruch macht heute für die allermeisten deutlich, was vielen Forschern, Akteuren und Akteuren der Zivilgesellschaft seit langem klar ist: Das restriktive und militarisierte Vorgehen der EU ist kein Verhängnis, sondern eine offenere und rechtebewusstere Politik möglich, und das würde Akteure wie Frontex überflüssig machen.
23111	15	Am 15. Mai stimmen die Schweizerinnen und Schweizer über die Finanzierung von Frontex ab. Dieses Referendum gibt dem Schweizer Volk die Möglichkeit, sich nicht mehr an einer Organisation zu beteiligen, deren zunehmend kostspielige Aktivitäten der „Migrationsbedrohung“, zu deren Aufbau Frontex beigetragen hat, nie ein Ende gesetzt haben, und die durch die Verletzung von Migrantenrechten und Tausende von Todesfällen verursacht wird ungestraft. Ein «Nein» der Schweizer zur Finanzierung von Frontex könnte europäische Resonanz finden und nicht nur zu einer Infragestellung der Agentur, sondern zu einer grundlegenden Neuausrichtung der europäischen Migrationspolitik beitragen.
23113	1	Die Vereinigten Staaten und die Europäische Union treffen Putin direkt ins Portemonnaie
23113	3	Vereint wie selten haben die Vereinigten Staaten und die Europäische Union strenge wirtschaftliche Restriktionsmaßnahmen gegen Russland ergriffen. Abgesehen von der Wirksamkeit dieser Maßnahmen stellt sich die Frage, ob die Ukrainekrise endlich den Anfang vom Ende des deregulierten Finanzwesens markieren wird, der Hauptstütze aller Mafia und Diktaturen der Welt.
23113	5	Das gemeinsame Kommuniqué der Europäischen Union und der Vereinigten Staaten, das hier auf Französisch verfügbar ist, stellt klar: „Der von Russland geführte Krieg stellt einen Angriff auf die grundlegenden internationalen Regeln und Normen dar, die seit dem Zweiten Weltkrieg gelten und zu denen wir entschlossen sind zu verteidigen. Wir werden Russland zur Rechenschaft ziehen und gemeinsam dafür sorgen, dass dieser Krieg für Putin ein strategisches Versagen ist. »
23113	7	Angesichts von Putin entfesselten die Vereinigten Staaten und die EU, die zum ersten Mal in ihrer kurzen Geschichte selbst vereint waren, schwere wirtschaftliche Artillerie: Ausschluss bestimmter russischer Banken vom globalen SWIFT-Nachrichtenaustausch; Einfrieren der Vermögenswerte der russischen Zentralbank; und Schluss mit den „goldenen Pässen“, diese Pässe werden etwas zu leicht verkauft – ja – von bestimmten Staaten, einschließlich Malta und insbesondere dem Vereinigten Königreich, an russische Oligarchen im Austausch für Investitionen vor Ort.
23113	9	SWIFT: Die Linie wird geschnitten
23113	11	Von Bruno Le Maire als „die finanzielle Atomwaffe“ bezeichnet, ist das SWIFT-Netzwerk das Mittel, mit dem sich die Banken der Welt gegenseitig Überweisungsaufträge senden. SWIFT (Akronym für „Society for Worldwide Interbank Financial Telecommunication“, was auf Englisch „Prompt“ bedeutet), wurde 1977 gegründet, um das Fernschreiben zu ersetzen, ein privates Unternehmen mit Sitz in Belgien, und ist der Notar der Banken: jede Nachricht, die darüber gesendet wird, hat Vertragswert. Selbst heute können Abwicklungen zwischen Banken auf der ganzen Welt Tage dauern. Aber Entscheidungen sind sofortig. SWIFT macht dann jede Bank vor den anderen für die von ihr erteilten Überweisungsaufträge verantwortlich: Wenn dies auf SWIFT geschrieben wurde, muss bezahlt werden.
23113	13	Und keine Bank der Welt, nicht einmal die Bank of America oder Goldman Sachs, wie die Krise von 2008 bewiesen hat, kann ihr Wort brechen, ohne sofort aus dem globalen Spiel ausgeschlossen zu werden. Die Idee, russischen Banken den Zugang zum Netzwerk zu entziehen, ist daher hervorragend. Deutschland, das anfänglich dagegen war, weil es befürchtete, sein russisches Gas nicht mehr bezahlen zu können, und das größere Störungen des Welthandels befürchtete, von dem es so abhängig ist, sich aber nach der Freilassung Österreichs und Italiens isoliert sah, schlossen sich der gemeinsamen Entscheidung an.
23113	15	Eine der wichtigsten Lehren aus der Ukraine-Krise ist die Umkehrung Deutschlands, das zum ersten Mal die Interessen der Europäischen Union über seine eigenen stellte. Es hat auch gerade sein Verteidigungsbudget erheblich erhöht, nachdem es Frankreich allein gelassen hatte, um Europa gegen den islamistischen Terrorismus in Mali und an vielen anderen Orten zu verteidigen, an denen französische Soldaten ihr Leben verloren haben.
23113	16	Eine machtlose russische Zentralbank?
23113	18	Von all den verrückten Ereignissen im Moment ist die Lähmung der Maßnahmen der russischen Zentralbank wohl das Erstaunlichste. Die Entscheidung der Vereinigten Staaten, Kanadas, Frankreichs, Italiens, Deutschlands und des Vereinigten Königreichs, der russischen Zentralbank die Verwendung ihrer Euros und Dollars zu verbieten, wird dazu führen, dass die Verteidigung des Rubels, dessen Kurs bereits stark gefallen ist, verhindert wird.
23113	20	Um Ihre Währung zu verteidigen, müssen Sie sie tatsächlich kaufen. Und um es zu kaufen, braucht man Fremdwährung, Euro oder Dollar: Die Zentralbank von Russland kann Rubel nicht mit Rubel kaufen. Seine Währung wird daher in den kommenden Tagen zusammenbrechen – und dies umso mehr, als die Besitzer von Rubel jetzt wissen, dass sie ihn nicht verteidigen können. Mit einem fallenden Rubel steigen jedoch sofort die Preise importierter Produkte, was die Unzufriedenheit der Bevölkerung weckt. Politisch wird es von Seiten der Westler zweifellos sehr gut gespielt.
23113	22	Darüber hinaus wird die russische Zentralbank auch nicht in der Lage sein, ihre Währungen zur Unterstützung ihrer Banken zu verwenden, die ohne Zugang zum Swift-Netzwerk geschwächt werden. Der Druck auf das russische Bankensystem ist daher maximal. Es senkt Russland auf das Niveau von sehr wenigen Ländern der Welt, wie dem Iran, Venezuela oder Nordkorea, echten Parias des internationalen Systems, mit denen niemand (legal) Handel treiben will.
23113	23	Oligarchen gehen nach Hause?
23113	25	Eine der verrücktesten Finanzpraktiken der letzten Jahre war die Tatsache, dass mehrere Länder ihre Pässe gegen Investitionen in ihrem Land an den Meistbietenden verkauften. Die Praxis wurde 2014 von Malta eingeführt und ermöglicht es allen Menschenhändlern weltweit, sich innerhalb der EU, deren Mitglied Malta ist, frei zu bewegen. Etwas so Ernstes, dass es wahrscheinlich das Leben von Daphne Caruana Galizia gekostet hat, einer Journalistin, die 2017 bei einem Autobombenanschlag ermordet wurde und die die sehr schlechte Idee hatte, sich für das Thema zu interessieren.
