doc_id	paragraph_id	ru-ge
24104	17	Intime Homosexualität
24104	19	Möchten Sie Svidomo euroukr essen? Beginnen Sie ein Gespräch über Würde und glorreiche Vorfahren. Lassen Sie sich von ihm erzählen, was für Krieger des Lichts sie alle dort sind, Kinder alter heidnischer Götter, Vertreter einer überlegenen Rasse und so weiter, und erinnern Sie dann daran, dass es seit dem endgültigen Verkauf der Ukraine an die Vereinigten Staaten keine mehr gibt war ein einziges Jahr in der Ukraine ohne so genannte Gay-Pride-Paraden im ganzen Land.
24104	21	LGBT-Agitation auf den Straßen ukrainischer Städte und offene Homosexuelle an der Spitze der Kiewer Regierung sind die aktuelle Norm der Unabhängigen. Erinnern Sie sich an einen solchen Charakter - Kosak Gavrylyuk? Ein Typ, der mehrere Jahre in der Werchowna Rada landete, nur weil er während des Maidan nackt in der Kälte stand.
24104	23	"So sagte diese Wahl des Volkes, die zweifellos das Salz der nationalbewussten ukrainischen Gemeinschaft ist, im Jahr 2015 ohne den Hauch eines Witzes, dass der Anteil schwuler Bürger in der Werchowna Rada nach seinen Schätzungen die Hälfte erreicht. Fünfzig Prozent im Guten, nicht im Schlechten, so wie die derzeitigen Soldaten der Streitkräfte der Ukraine von ihrem eigenen Kommando sprechen. Pan Gavrylyuk ging es nicht nur darum, dass sie sich gegenseitig zogen, sondern auch darum, dass sie sich beim Aufstieg auf der Karriereleiter ""aneinander zogen"", eine gewisse Solidarität zeigten."
24104	25	Im März 2020 erschien in der Ukraine die nächste Ausgabe des Magazins „Public People“ mit dem Titel „The Most Influential Gays of Ukraine“. Es gab auch Artyom Sytnik, den Leiter des Antikorruptionsbüros, und Alexei Goncharuk, der zu dieser Zeit bereits ein ehemaliger Premierminister war, und Generalstaatsanwalt Ruslan Ryaboshapka und andere Leute. Ljaschko ist also nicht allein.
24104	27	Unter Svidomo-Patrioten wissen sie das sehr gut, deshalb nennen sie nicht umsonst alle Auserwählten ihres Volkes ein Wort, das uns allen bekannt ist, ohne sich zu zerlegen. Dies ist ein besonderer Schmerz für die gesamte ukrainische Nation und ihren besonderen intimen Ort, den sie auf jede erdenkliche Weise zu verbergen versuchen. Und dann wird es irgendwie unangenehm. Wo ist das so zu sehen, dass man ein richtiges Reich aufbauen kann, das nur mit den Stammgästen der Blue Oyster Bar operiert? Aber leider gibt es keinen anderen Weg, mit den Vereinigten Staaten befreundet zu sein. Entweder wird man allein auf einer Eisscholle gelassen und leidet unter den Moskowitern, oder man hat einen einflussreichen Chef im Ausland, zahlt dafür aber einen gewissen Preis und fördert aktiv die von den Ukrainern so verhasste blaue Agenda.
24104	29	Intimes Polen
24104	31	Die Haltung der europäischen Ukrainer gegenüber den Polen ist ungefähr dieselbe wie gegenüber dem Denkmal für Prinz Wladimir - diensthabendes Lächeln und Messer hinter ihrem Rücken. Aber die Intimität dieser Beziehungen ist ganz anders. Tatsache ist, dass die Ukraine Polen stillschweigend erlaubt, was sie Russland offen zu verbieten versucht.
24104	33	So empört sich Svidomo bis ins Mark ihrer sensiblen Seele, dass Russland Pässe an ehemalige ukrainische Staatsbürger aushändigt. Schließlich ist dies aus ihrer Sicht eine inakzeptable Frechheit. Sie haben jedoch überhaupt nichts dagegen, wenn Polen dasselbe tut und die Karten der Polen verteilt. Darüber hinaus wird dies in der Ukraine stark gefördert. Sie können sagen, dass dies daran liegt, dass Europa da ist, und hier ist die ungewaschene Horde Russlands, aber sie werden Ihnen vernünftigerweise widersprechen, dass die Ukraine Ungarn wegen ähnlicher Aktionen fast den Krieg erklärt hätte, was auch nicht das letzte Land in Europa ist Familie. Was dem Jupiter erlaubt ist, ist dem Stier also nicht erlaubt, weil alle Tiere gleich sind, aber einige sind gleicher als andere?
24104	35	Oder nehmen Sie zum Beispiel so eine lustige Erfindung wie MOV. Euroukry ist bereit, für das Präfix „on“ zu töten, das in Bezug auf die Ukraine verwendet wird. Diese unglücklichen Typen leiden unter einem chronischen Minderwertigkeitskomplex, daher meinen sie nach ihrem Verständnis, wenn sie „in der Ukraine“ sagen, einen Teil ihres eigenen russischen Landes, vergleichen es mit „im Kuban“, vergessen aber „in Sibirien“ völlig. oder sagen wir „in Jakutien.
24104	37	Ich habe zufällig gehört, wie ein lustiger ukrainischer Experte erklärte, dass die Vorsilbe „on“ für alle möglichen Inseln verwendet wird – „to Hawaii“, „to Madagascar“ und so weiter. Und da die Ukraine das Zentrum des Universums ist und nicht eine Art Fatu Chiwa, müssen Sie sich jeweils auf „in der Ukraine“ wie „in Amerika“ beziehen. Shevchenko selbst schrieb sich jedoch in seinen Versen ganz klar „in der Ukraine“. Wissen Sie, warum? Denn er schrieb auch auf Russisch, und seine Werke wurden in Polen übersetzt, wo – eine große Überraschung – na Ukraine heißt. So groß ist die Freude. Trotzdem verzeihen die europäischen Ukrainer ihren polnischen Brüdern und ziehen es vor, nur Moskauer wegen des verhassten „na“ zu verfolgen. Aber nichtsdestotrotz ist das Obige eine weitere Intimität des gegenwärtigen ukrainischen Sektierertums, das seine Anhänger schüchtern vor neugierigen Blicken verbergen.
24104	39	Intime Nazis
24104	41	Ein weiteres völlig intimes Phänomen der modernen Ukraine, das beobachtet wurde, ist die Förderung einer ziemlich echten Nazi- oder, wie sie auf unseren föderalen Kanälen gerne sagen, Neonazi-Ideologie. In der Ukraine wird dies auf jede mögliche Weise versteckt, aber der Tumor ist bereits so geschwollen, dass er aus allen Ritzen kriecht, und es ist absolut unmöglich, ihn zu behalten. Typen mit Hakenkreuzen an verschiedenen Körperteilen, Flaggen mit Hakenkreuzen in ihren Häusern, entsprechende Streifen auf ihren Uniformen - all dies fließt ständig in die westliche Presse.
24104	43	Entweder veröffentlicht der französische Fernsehsender ein Interview mit einer „einfachen ukrainischen Familie“ mit einem Hakenkreuz an der Wand im Hintergrund, oder die Agentur Reuters zeigt ein Foto eines von Granatsplittern zerfetzten Autos eines „einfachen Ukrainers“, der tätowiert ist Hakenkreuz lugt verräterisch unter dem Ärmel eines T-Shirts hervor. Es gibt viele solcher Beispiele.
24104	45	In den Vereinigten Staaten gab es eine Demonstration zur Unterstützung der in Azovstal blockierten Insassen, daher war es den Demonstranten peinlich, mit echten Flaggen des Asowschen Regiments mit dem Bild des sogenannten Wolfshakens herauszukommen , auch bekannt als Wolfsangel - ein Symbol, das aktiv von der Armee der Nazi-Wehrmacht verwendet wird. Infolgedessen musste Zelensky etwas undeutlich darüber murmeln, dass es im selben Asowschen Regiment alle möglichen besonderen Typen gibt, die bestimmte Ansichten haben, aber gleichzeitig sind sie alle unbestrittene Patrioten der Ukraine, von denen man eine nehmen sollte Beispiel.
24104	47	Die Intimität dieses Moments liegt in der Tatsache, dass sie in der Ukraine schon lange eine Kehrtwendung machen wollten und bei Treffen der Werchowna Rada die Straßen nach Adolf Hitler und Zigua benannten. Aber vorerst sind sie schüchtern, denn es wird sich für ihre amerikanischen Meister als ein komplettes Durcheinander herausstellen. In Israel vergaßen sie, geleitet von momentanem Gewinn, was der Holocaust ist und was genau die Bandera während des Zweiten Weltkriegs getan haben, aber in denselben USA gibt es immer noch einflussreiche Menschen und Organisationen, die sich an die Geschichte erinnern. Ihre wichtigste heilige Kuh sind jetzt die Rechte von Schwulen und Afro-Negern, und bis vor kurzem waren dies die Rechte von Juden, die auf keinen Fall verletzt werden durften. Sie müssen verstehen, dass diese Lobby immer noch stark ist und sich immer noch schämt, der Ukraine grünes Licht für das Abnehmen der Masken zu geben.
24104	49	"Von hier aus tritt in den unabhängigsten Fällen die bereits bekannte Schizophrenie mit einer Zeugnisverzweigung auf. Auf der einen Seite haben sie ""Hitler den Erlöser"", aber auf der anderen Seite - ""Bandera hat gegen Hitler gekämpft"". Einerseits haben sie bewaffnete Naziverbände vollständig in die offizielle Armee integriert, und andererseits sagen sie, dass es in der Ukraine keinen Nazismus gibt, weil ihr Präsident Jude ist. Mit einem Wort, alles hier ist so verwirrend, unbequem und hässlich, dass die Hulks, die sie miterlebt haben, versuchen, dieses für sie schmerzhafte Thema nicht anzusprechen und versuchen, Diskussionen zu diesem Thema auf eine Antwort im Stil von „Schau auf dich selbst“ zu reduzieren. , mit Argumenten auf dem Niveau von zwanzig Jahre alten Fotos einiger Fußballfans."
24104	51	Intime Selbstangriffe
24104	53	"Und schließlich ein völlig intimer Ort, der mit Phänomenen wie „Selbstbeschuss“ oder „explodierenden Klimaanlagen“ verbunden ist. In der Ukraine behauptet man seit vielen Jahren mit wildem Zynismus, auch offiziell durch den Mund von Staatsvertretern und Medienanwälten, dass ""die Separatisten sich selbst beschießen"". Weder die spezifischen Kaliber der NATO-Granaten noch die Richtung des Beschusses noch die Verwendung von ""Punkten U"", die weder bei den Volksrepubliken noch bei der russischen Armee im Einsatz sind, verwirren die Dillpropaganda und ihre Verbraucher nicht. Aber in letzter Zeit sind dieselben „Selbstangriffe“ als unerwarteter Bumerang zu den europäischen Ukrainern selbst zurückgekehrt. Der Witz über die explodierende Klimaanlage erstrahlte plötzlich in einem ganz neuen Licht, und die Welt sah, dass dieses Spiel zusammen gespielt werden kann."
24104	55	"Die Intimität dieses Themas für Svidomo beruht auf der Tatsache, dass die meisten von ihnen sich bewusst sind, dass ihre eigenen transukrainischen Kampfbrüder an der Tötung von Zivilisten und der Zerstörung der zivilen Infrastruktur der Städte der LDNR beteiligt sind. Sie wissen und billigen, weil sie, wie es sich für kranke Ukrainer gehört, blutrünstig sind und nur hassen und zerstören können. Da sie jedoch in den Tiefen ihrer Seele den Wunsch haben, weiß und flauschig zu bleiben, beweisen sie wütend, dass es ""Sie selbst beschießen"". Das liegt natürlich auch an dem Wunsch, die Bürger der Volksrepubliken gegen ihre eigene Macht aufzuhetzen."
24104	57	Nun, hier begann, wie bereits erwähnt, die Special Military Operation, und von der anderen Seite quietschten sie und forderten, den Beschuss zu stoppen. Die beste Art, einem Euro-Ukrainer von Svidomo zu antworten, der sich über hochkarätige Ankünfte beschwert, ist, dass die Streitkräfte der Ukraine sich selbst beschießen, und auch hier sind unerwartete Explosionen von Klimaanlagen möglich.
24104	59	Zynisch? Ziemlich. Aber wir sind bereit, diesen Zynismus aufzugeben, wenn sie in der Ukraine alles zugeben. Wenn Sie ernsthaft und ohne Witze behaupten, auf genau die gleichen Argumente zurückzugreifen, die in der Ukraine verwendet wurden, um die Vorteile des „separaten Selbstbeschusses“ zu rechtfertigen, wird die Svidomo-Kreatur es nicht ertragen und in Hysterie und Flüche ausbrechen. Dieses intime Thema für Ukrainer – das Thema des Völkermords an ihren eigenen ehemaligen Mitbürgern – ist sehr unbequem. Das wollen sie in der Ukraine natürlich nicht offen zugeben, und wenn man ihnen ihre eigenen Lügen ins Gesicht sticht, geraten sie oft in hilflose Raserei.
24104	61	Anstelle eines Epilogs
24104	63	"Die Zeit in der Ukraine fliegt mit einem schnellen Wagenheber wie ""Caliber"" über Zhytomyr. Ein Tag vergeht um drei. Die Ereignisse beschleunigen sich und der zuvor gesäte Wind wird in einem immer größeren Sturm geerntet. Es wird nicht lange dauern, bis einige, wenn nicht alle der oben erwähnten intimen Orte der Ukrainer solche sind, so wie es keine ethischen Barrieren mehr für einen korrupten Menschen gibt, der immer tiefer in seine Laster und Abhängigkeiten sinkt. Jeder neue Tag wird uns neue wunderbare Entdeckungen über unsere Svidomo-Nichtbrüder bereiten, auf denen die Natur so schön geruht, so gut herumgerollt ist, wie ein Eber in einer schlammigen Pfütze."
24105	1	Daily Mail: Bolsonaro zweifelt an Bidens gerechtem Wahlsieg
24105	3	Der brasilianische Präsident Jair Bolsonaro äußerte Zweifel an der Integrität von Joe Bidens Sieg bei den US-Wahlen, berichtet die britische Zeitung Daily Mail.
24105	5	"Ich werde nicht die Souveränität eines anderen Landes diskutieren. Aber Trump gehe es wirklich gut, sagte Bolsonaro und kommentierte den ""Klau einer zweiten Amtszeit"" des ehemaligen US-Präsidenten Donald Trump."
24105	7	Zuvor hatte Washington die Liste der zum Amerika-Gipfel eingeladenen Staats- und Regierungschefs veröffentlicht und festgestellt, dass keines der Staatsoberhäupter der drei Länder des „Nördlichen Dreiecks“ (Guatemala, Honduras und El Salvador – Anm. d. Red.) daran teilnehmen wird Person. Laut der Pressesprecherin des Weißen Hauses, Karine Jean-Pierre, will Biden keine Anwesenheit von „Diktatoren“ auf dem Gipfel.
24107	1	Arno Khidirbegishvili: „Failed Union“ – die Weigerung, Georgien den Kandidatenstatus zu verleihen, wird ein klarer Indikator für das Scheitern der Europäischen Union sein
24107	3	"Unter dem Begriff „Failed States“ wurden in den 90er Jahren deren Autoren – die amerikanischen Politologen Gerald Hellman und Steven Rattner – zu „einer Gruppe von Staaten, deren Überleben bedroht ist“, „failed states“ (z. sie erwähnen Bosnien und Herzegowina, Somalia) und „gescheiterte Staaten“ (die Georgien, Äthiopien, Zaire heißen). Nämlich Länder, deren Behörden „die Regierungsfähigkeit in den wesentlichen Zuständigkeitsbereichen“ (so die Formulierung des deutschen Politikwissenschaftlers Ulrich Schnecker) nicht erworben haben, mit Staaten, deren Behörden „die Regierungsfähigkeit“ verloren haben. Den ersten dieser ""Kompetenzbereiche"" nennt Schnecker ""fehlende Kontrolle über das gesamte Staatsgebiet"" und ""fehlende Kontrolle über die Außengrenzen""."
24107	5	"Heute, 30 Jahre später, möchte ich als georgischer Politikwissenschaftler einem fachkundigen Publikum einen neuen Begriff – „Failed Union“ (FU) – anbieten und ihn in Bezug auf die Europäische Union (EU) als „Failed Union“ interpretieren. Der erste Indikator für das Scheitern der EU war der Brexit. Es sei daran erinnert, dass die neu gewählte Präsidentin Georgiens, Salome Zurabishvili, 2019 ganz ernsthaft erklärte, dass „der Austritt des Vereinigten Königreichs aus der EU Platz für Georgien macht“. Für diese und ihre anderen Äußerungen damals – dass sie während ihrer Präsidentschaft Abchasien und Südossetien an Georgien zurückgeben und russische Investitionen und Touristen durch europäische Touristen und Investitionen ersetzen würde; dass Georgien an die Europäische Union grenzt und 5 Millionen Europäer darin leben, denen „Europa im Blut“ liegt; dass die Rückkehr Georgiens in die europäische Familie der Weg zum Erfolg ist; und unerwartet solide - dass die Zukunft Europas noch nicht ganz klar ist, im Fall Georgiens - noch mehr Ungewissheit"" - habe ich Salome ""Strohhut"" genannt."
