doc_id	paragraph_id	ge-en
2282	31	"""The devil has power over everything that is electric,"" the archdiocese is quoted as saying, adding that the message it received from the alleged demon accused him of being a sinner and a liar."
2282	33	"""For example, if this place is infested and they want to make themselves known, the lights usually flicker. If I was giving a lecture and using a certain device, the devil would just turn it off because he's an expert on all things electricity."""
2282	35	"In the United States, demon possession is in full swing right now, especially now that we've hit Pride Month. Everywhere, children are being dragged by their parents and guardians to parades and bars where transgender drag queens flaunt their fake body parts and read them books on ""gender identity."""
2282	37	"""Demonic activity and even possession are clearly on the rise,"" someone wrote in response to news of the new exorcism facility. “Those involved in the occult and witchcraft are particularly at risk."
2283	1	Economic summit in Saint Petersburg: Putin explains the situation to western dream dancers
2283	3	In a long speech at the economic summit in St. Petersburg, Russian President Vladimir Putin took a long time to present his view of the global economic situation and the traditional attitudes of the western world. He didn't say anything that couldn't be understood.
2283	5	“Our country is suffering. Our economy is in shambles. Inflation is out of control. Gasoline prices are higher than ever. Cargo ships cannot unload their cargo. Families with small children do not receive baby food. Our nation is being exposed before the world.” Wait a minute. Putin didn't say that. It wasn't about Russia either. It was Donald Trump who, in an article about the length of Putin's speech in St. Petersburg, detailed how Americans were cheated of a legitimately elected president in the 2020 US election.
2283	7	Donald Trump, Vladimir Putin - what about Joe Biden? A video shows him falling off his bike somewhere in America during the Saint Petersburg Economic Summit while trying to get off. Luckily he had a helmet on. But that's symbolic. In fact, Putin said in St. Petersburg that the Western elites would not be able to stay in the saddle much longer before reality crushed them to the ground. The disturbing thing is that with Putin, unlike Joe Biden, one can understand how he arrives at his statements.
2283	9	Colonial Empire America
2283	11	Vladimir Putin outlined the western world as essentially a colonial empire in which one country, the US, calls the shots and everyone else would lead a vassal life with American pro-kings at the head of their respective nations. The best-behaved US vassals are the Europeans in the EU, so good that they pursue economic policies even against the interests of their own nations. Although the sanctions hit Russia hard, they hit those who imposed them harder. According to Putin, the time for a unipolar world order is over and any attempt to prolong it is doomed to failure. The Russian market remains open to anyone who wants to cooperate economically with Russia. But there will be an end to the bad Western habit of sucking the poorer countries dry with inflation, with the Americans inflating the dollar as the world's leading currency in order to pay for real goods with increasingly worthless scraps of paper.
