doc_id	paragraph_id	fr-po
23110	9	Z kolei w Niemczech rosyjska inwazja uświadomiła ogromny błąd współpracy z Putinem wokół gazociągu Nord Stream, z którego budowy z dumą wybudowała w 2010 r. Zimna wojna, rosyjski gaz nigdy nie przestawał napływać…
23110	10	Niemiecki zwrot: powrót węgla i debata nuklearna
23110	12	Ironia jest totalna: to właśnie ekolog Robert Habeck, minister gospodarki i klimatu – tak to się nazywa – przyjechał wczoraj ogłosić Niemcom przejście do drugiego z trzech poziomu planu narodowej pogotowia gazowego , obejmujące w szczególności trwalszą działalność elektrowni…. węgiel, najgorszy możliwy sposób produkcji energii.
23110	14	Krajowe zapasy gazu nie pokrywają zapotrzebowania na następną zimę. Dyskusja jest napięta, bo w prawie niemieckim rodziny mają pierwszeństwo przed firmami w przypadku braku paliwa. Ale widmo recesji już pokazuje czubek nosa. Jeśli więc gałęzie przemysłu, filary gospodarki kraju, będą musiały produkować mniej tej zimy, w domach będzie zimno, ale klimat społeczny będzie prawdopodobnie bardzo gorący.
23110	16	I podczas gdy po wypadku w elektrowni Fukushima w 2011 roku Niemcy zdecydowały się zamknąć wszystkie swoje elektrownie atomowe, minister finansów, liberalny Christian Lindner, zaproponował, aby trzy ostatnie, które miały zamknąć swoje podwoje z końcem w ciągu roku wydłużyć ich żywotność, aby „zapewnić bezpieczeństwo energetyczne kraju w nadchodzących latach”.
23110	18	Niemiecki rząd tworzy koalicję trzech partii. Socjaldemokraci i Zieloni są bardzo antynuklearni, sprzeciw wobec tej energii jest podstawą niemieckiej ekologii. I odwrotnie, liberałowie, przekaźniki pracodawców, są przychylni tej energii. Kto wygra? Nie wiemy.
23110	19	Dla Niemców turbiny wiatrowe będą siłą lub siłą
23110	21	Odrębną debatą jest kwestia turbin wiatrowych, których rozwój jest we Francji coraz bardziej kwestionowany. Niemcy, które mają już 3 razy więcej niż my, chcą pomnożyć swoją liczbę trzykrotnie w ciągu najbliższych dziesięciu lat, aby pokryć 2% swojego terytorium gigantycznymi ostrzami.
23110	23	Jest na to skuteczny sposób: ich rozwój właśnie został prawnie uznany za kwestię bezpieczeństwa narodowego. Koniec z dialogiem lokalnym i innymi „analizami wpływu”, które spowalniają lub uniemożliwiają ich budowę. To będzie konieczne. Odległości, które wcześniej istniały między turbinami wiatrowymi a domami, wynoszące minimum 800 metrów, zostały usunięte.
23110	25	Zmiana jest znacząca w kraju federalnym, takim jak Niemcy, gdzie kraje związkowe mają silne uprawnienia. Dla wielu ekologów transformacja ekologiczna jest szansą na ożywienie demokracji, zwłaszcza na poziomie lokalnym. To oczywiście częściowo prawda.
23110	26	Ekologia kontra demokracja lokalna
23110	28	Jednak rosyjski kryzys gazowy, który blednie w porównaniu z ogromem zmian, jakich wymagałoby całkowite ekologiczne przejście na w pełni odnawialne źródła energii, pokazuje, że my, mieszkańcy bogatych krajów, jesteśmy zbyt daleko w tyle, aby dać czas na namysł i lokalne wybory. Dlatego Robert Habeck uważa, że ​​„błędem” było nie zbudowanie w przeszłości jeszcze większej liczby turbin wiatrowych.
23111	3	Fabrice Leggeri właśnie złożył rezygnację z funkcji dyrektora wykonawczego Frontexu, europejskiej agencji straży granicznej i przybrzeżnej. Rezygnacja ta następuje po miesiącach kolejnych doniesień o udziale Frontexu w łamaniu praw człowieka, w szczególności w kontekście jego operacji na granicach Europy Wschodniej iw Grecji. Po tym, jak przez ponad dziesięć lat koncentrowałem swoje badania na środkowej części Morza Śródziemnego, te rewelacje wcale mnie nie zaskoczyły. W ramach jednego z dochodzeń, które przeprowadziłem w ramach projektu Forensic Oceanography (Death by Rescue, 2016), wykazałem, że latem 2014 r. Frontex przeprowadził prawdziwą kampanię na rzecz włoskiej operacji wojskowej i humanitarnej Mare Nostrum, która została zatrzymana. Podczas gdy operacja przeprowadzona w latach 2013-2014 umożliwiła proaktywne uratowanie dużej liczby migrantów uciekających z Libii w dramatycznych warunkach, Frontex oskarżył ją o „wezwanie z powietrza” prowadzące do większej liczby przekroczeń.
23111	5	Aby zniechęcić migrantów do przedostawania się na kontynent europejski, agencja zrobiła wszystko, co możliwe, aby zakończyć operację Mare Nostrum i zastąpić ją operacją Frontexu, Triton, znacznie dalej od libijskiego wybrzeża, której celem była kontrola granic, a nie ratowanie Ta zmiana operacyjna została wprowadzona pomimo jednomyślności podmiotów broniących praw migrantów, a nawet wewnętrznych ocen Frontexu, które przewidywały, że koniec Mare Nostrum nie doprowadzi do mniejszej liczby przepraw, ale do większej liczby ofiar śmiertelnych na morzu.
23111	7	To właśnie ta rzeczywistość zmaterializowała się tragicznie, w szczególności wraz z katastrofą statku z 18 kwietnia 2015 r., najbardziej śmiercionośną w najnowszej historii Morza Śródziemnego, w której zginęło ponad 950 osób. Po tej katastrofie przewodniczący Komisji Europejskiej Jean-Claude Juncker przyznał, że „poważnym błędem było zakończenie Mare Nostrum. To kosztuje życie” (1). Można by się spodziewać, że po tym uznaniu Frontex zostanie ukarany za swoją rolę w tej śmiertelnej zmianie operacyjnej. Nic się nie wydarzyło: wzmocniono operację Frontexu i zwiększono jej budżet. A śmiertelna pustka, jaka pozostała po zakończeniu Mare Nostrum, nigdy nie została wypełniona.
23111	9	Od pogardy do bezkarności
23111	11	To wszystko może wydawać się odległe. Ale dzisiaj samoloty i drony Frontexu informują libijską straż przybrzeżną o obecności migrantów, aby zostali przechwyceni i przywiezieni z powrotem do Libii, pomimo wszystkiego, co wiemy o nieludzkich warunkach, w których są dla nich zarezerwowani. Ten starszy epizod zasługuje jednak na pamięć, ponieważ wyraźnie pokazuje rolę Fronteksu w konstruowaniu migrantów jako zagrożenia, organizowaniu coraz bardziej kosztownych i zmilitaryzowanych operacji kontroli granic, pogardę dla życia i praw migrantów, która napędza agencji i bezkarności, która została zorganizowana wokół jej działalności. Pomimo nacisków społecznych i politycznych, którym podlega obecnie Frontex, ten stan rzeczy nie jest zasadniczo kwestionowany, a odejście Fabrice'a Leggeriego nie zmieni znacząco sytuacji.
23111	13	Ale jest więcej. Od dwóch miesięcy Unia Europejska prowadzi politykę selektywnego otwierania się na migrantów uciekających z Ukrainy. Dla (zbyt) ograniczonej grupy ludzi dokonano zmiany paradygmatu: umożliwiono mobilność osób szukających schronienia i uznano ich prawa, zamiast próbować ich blokować za wszelką cenę. To jawne wyłom uświadamia dziś większości to, co od dawna było jasne dla wielu badaczy, aktorów i aktorek społeczeństwa obywatelskiego: restrykcyjne i zmilitaryzowane podejście UE nie jest zgubą w skutkach, bardziej otwartą i respektującą prawa polityką jest możliwe, a to sprawiłoby, że podmioty takie jak Frontex stałyby się zbędne.
23111	15	15 maja obywatele Szwajcarii będą głosować w sprawie finansowania Frontexu. To referendum daje Szwajcarom okazję do zaprzestania współudziału w agencji, której coraz bardziej kosztowne działania nigdy nie położyły kresu „zagrożeniu migracyjnemu”, które Frontex pomógł stworzyć, i które poprzez łamanie praw migrantów i tysiące ofiar śmiertelnych bezkarnie. Szwajcarskie „nie” dla finansowania Frontexu mogłoby mieć europejski oddźwięk i przyczynić się nie tylko do zakwestionowania agencji, ale do fundamentalnej reorientacji europejskiej polityki migracyjnej.
23113	1	Stany Zjednoczone i Unia Europejska uderzyły Putina prosto w portfel
23113	3	Zjednoczone jak rzadko, Stany Zjednoczone i Unia Europejska podjęły wobec Rosji surowe restrykcje gospodarcze. Poza skutecznością tych środków, pytanie brzmi, czy ukraiński kryzys ostatecznie oznacza początek końca zderegulowanych finansów, głównego wsparcia wszystkich mafii i dyktatur na świecie.
23113	5	We wspólnym komunikacie Unii Europejskiej i Stanów Zjednoczonych, dostępnym tutaj w języku francuskim, stwierdza się jasno: „Wojna prowadzona przez Rosję stanowi agresję przeciwko podstawowym regułom i normom międzynarodowym, które panują od drugiej wojny światowej i które jesteśmy zdeterminowani bronić. Rozliczymy Rosję i wspólnie zapewnimy, że ta wojna będzie strategiczną porażką Putina. »
23113	7	W obliczu Putina Stany Zjednoczone i UE, zjednoczone po raz pierwszy w swojej krótkiej historii, wypuściły ciężką ekonomiczną artylerię: wykluczenie niektórych rosyjskich banków z globalnego przesyłania komunikatów SWIFT; zamrożenie aktywów rosyjskiego banku centralnego; i koniec na „złotych paszportach”, tych paszportach zbyt łatwo sprzedawanych – tak – przez niektóre państwa, w tym Maltę, a zwłaszcza Wielką Brytanię, rosyjskim oligarchom w zamian za inwestycje na miejscu.
23113	9	SWIFT: linia jest przecięta
23113	11	Nazywana przez Bruno Le Maire „finansową bronią nuklearną”, sieć SWIFT jest środkiem, za pomocą którego banki planety wysyłają do siebie polecenia przelewu. Utworzona w 1977 roku w celu zastąpienia teleksu, SWIFT (skrót od „Society for Worldwide Interbank Financial Telecommunication”, co w języku angielskim oznacza „prompt”), prywatna firma z siedzibą w Belgii, jest notariuszem banków: każda wiadomość wysłana za jej pośrednictwem ma wartość kontraktu. Rzeczywiście, nawet dzisiaj rozliczenia między bankami na całym świecie mogą trwać kilka dni. Ale decyzje są natychmiastowe. Następnie SWIFT rozlicza każdy bank przed innymi za złożone przez siebie polecenia przelewu: jeśli zostało to zapisane w SWIFT, konieczne będzie zapłacenie.
23113	13	A żaden bank na świecie, nawet Bank of America czy Goldman Sachs, jak pokazał kryzys z 2008 roku, nie może dotrzymać słowa bez natychmiastowego wykluczenia z globalnej gry. Pomysł pozbawienia rosyjskich banków dostępu do sieci jest więc znakomity. Niemcy, początkowo sprzeciwiające się, ponieważ obawiały się, że nie będą już w stanie płacić za rosyjski gaz, i które w szerszym zakresie obawiały się zakłóceń w światowym handlu, od którego są tak zależne, ale które znalazły się w izolacji po uwolnieniu Austrii i Włoch, dołączył do wspólnej decyzji.
23113	15	Jedną z głównych lekcji kryzysu ukraińskiego jest odwrócenie sytuacji Niemiec, które po raz pierwszy przedłożyły interesy Unii Europejskiej nad własne. Właśnie znacznie zwiększyła swój budżet obronny, po tym jak zostawiła Francję w spokoju, by bronić Europy przed islamskim terroryzmem w Mali i wielu innych miejscach, gdzie francuscy żołnierze stracili życie.
23113	16	Bezsilny rosyjski bank centralny?
23113	18	Ze wszystkich szalonych wydarzeń w tej chwili paraliżująca akcja rosyjskiego banku centralnego jest prawdopodobnie najbardziej zdumiewająca. Decyzja Stanów Zjednoczonych, Kanady, Francji, Włoch, Niemiec i Wielkiej Brytanii o zakazie rosyjskiemu bankowi centralnemu używania jego euro i dolarów uniemożliwi obronę rubla, której kurs już gwałtownie spadł.
23113	20	Rzeczywiście, aby bronić swojej waluty, musisz ją kupić. Aby go kupić, potrzebujesz obcej waluty, euro lub dolarów: Bank Centralny Rosji nie może kupować rubli za ruble. Jej waluta zatem w najbliższych dniach ulegnie załamaniu – tym bardziej, że posiadacze rubli już wiedzą, że nie jest w stanie jej obronić. Jednak przy spadającym rublu natychmiast rosną ceny produktów importowanych, budząc niezadowolenie ludności. Politycznie jest to niewątpliwie bardzo dobrze rozegrane ze strony ludzi Zachodu.
23113	22	Ponadto rosyjski bank centralny nie będzie mógł też wykorzystywać swoich walut do wspierania swoich banków, które pozbawione dostępu do sieci Swift zostaną osłabione. Presja wywierana na rosyjski system bankowy jest więc maksymalna. Sprowadza Rosję do poziomu nielicznych krajów świata, takich jak Iran, Wenezuela czy Korea Północna, prawdziwych pariasów systemu międzynarodowego, z którymi nikt nie chce handlować (legalnie).
23113	23	Oligarchowie wracają do domu?
23113	25	Jedną z najbardziej szalonych praktyk finansowych ostatnich lat było sprzedawanie przez kilka krajów swoich paszportów temu, kto zaoferował najwyższą cenę, w zamian za inwestycje w ich kraju. Praktyka ta została zapoczątkowana przez Maltę w 2014 roku, umożliwiając wszystkim handlarzom na świecie swobodne przemieszczanie się w obrębie UE, której Malta jest członkiem. Coś tak poważnego, że prawdopodobnie kosztowało to życie Daphne Caruana Galizia, dziennikarkę zamordowaną w 2017 roku w zamachu bombowym w samochodzie, która wpadła na bardzo zły pomysł, żeby zainteresować się tematem.
23113	27	Ale to Londyn uogólnił tę praktykę, aż do zmiany nazwy na „Londongrad”. Bo Wielka Brytania to nie tylko kraj, który wynalazł miętową baraninę. To także jeden z największych rajów podatkowych na świecie, obok Wysp Dziewiczych czy Wyspy Man. I są z tego dumni, ci idioci. Wreszcie były. Boris Johnson zamroził aktywa trzech bliskich współpracowników Władimira Putina: Giennadija Timczenki, Borysa Rotenberga i Igora Rotenberga oraz zakazał im wjazdu na terytorium Wielkiej Brytanii.
23113	29	Ale przebudzenie następuje bardzo późno w kraju określanym przez stowarzyszenie Transparency International jako „globalne centrum prania brudnych pieniędzy”, gdzie nawet konserwatywna partia Johnsona otrzymuje tony rubli od bogatych Rosjan. Sam rząd brytyjski szacuje, że do kraju dostało się 100 miliardów funtów skorumpowanych pieniędzy. W parlamencie oficjalnie mówi się o zamknięciu „pralni” brudnych pieniędzy, którą Londyn stałby się…
23113	30	Raje podatkowe, piekło ludzkości
23113	32	Krótko mówiąc, na szczęście Władimir zmusił Borysa do otwarcia oczu. Cały problem polega na tym, do jakiego stopnia Rosja to wszystko przewidziała. I jak skuteczne będą sankcje i kiedy. Przyszłość pokaże nam w nadchodzących dniach i tygodniach.
23114	3	Badania opublikowane we wtorek przez Insee i Ined wskazują zarówno na integrację imigrantów ze społeczeństwem francuskim, jak i przeszkody na jej drodze, także dla drugiego pokolenia. Nadal istnieją głębokie nierówności w dostępie do rynku pracy.
23114	5	„Pierwsze, drugie, trzecie pokolenie, wszyscy jesteśmy dziećmi imigrantów”, głosi hasło wprowadzone w latach 80. Nie wszystkie, ale i tak sporo. Tak wynika z serii badań opublikowanych we wtorek, które potwierdzają różnorodność francuskiej populacji.
23114	7	INSEE i INED pracowały nad wynikami swojego nowego badania „Trajektorie i źródła”, przeprowadzonego między lipcem 2019 r. a listopadem 2020 r., jakieś dziesięć lat po pierwszym. Ta druga edycja, podczas której przeprowadzono wywiady z prawie 30 000 osób różnego pochodzenia, geograficznego, narodowego i religijnego, podkreśla „mieszane pochodzenie”, jak mówi Jérôme Lê, szef wydziału badań imigracji i statystyki.
