doc_id	paragraph_id	it-fr
26111	13	En ce qui concerne les changements géopolitiques dictés par la crise ukrainienne, Fuller note que « les sanctions américaines massives contre la Russie, y compris la confiscation des fonds russes dans les banques occidentales, poussent la plupart des pays à reconsidérer la possibilité de faire tapis avec le dollar américain à l'avenir. La diversification des instruments économiques internationaux est déjà en cours et affaiblira la position économique autrefois dominante de Washington et son « arme unilatérale », le dollar.
26111	15	De plus, le mouvement de la Russie vers l'Asie apparaît désormais comme un destin irréversible, produisant cet axe Chine-Russie que Washington a longtemps redouté comme une menace existentielle. Ce processus a atteint un tel point que l'idée de dissocier cet axe, avancée par de nombreux analystes et hommes politiques occidentaux, relève désormais du pur « fantasme ».
26111	17	"""Malheureusement pour Washington, presque toutes ses attentes concernant cette guerre s'avèrent fausses"", conclut Fuller, selon qui à l'avenir cette période pourrait s'avérer être le moment où l'Occident a pris conscience de l'erreur inhérente à condescendance envers la prétention américaine à « préserver sa domination mondiale », qui créera inévitablement « de nouvelles confrontations, de plus en plus dangereuses et nuisibles avec l'Eurasie ». Alors que « la majeure partie du reste du monde – Amérique latine, Inde, Moyen-Orient et Afrique – ne voit aucun intérêt national en jeu dans cette guerre fondamentalement américaine contre la Russie »."
26111	19	Si nous nous référons à ces opinions, qui ne sont pas nouvelles sur ce site, c'est parce qu'elles émanent d'une source faisant autorité qui ne peut certainement pas être accusée de pro-Poutinisme, une accusation qui a également été abusée pendant les guerres sans fin par la propagande occidentale, qui de temps en temps fait taire les voix critiques des pro-Saddam, des pro-Assad. pro-iraniens, pro-terroristes et ainsi de suite. Nihil sub sole novum.
26111	21	La seule nouveauté est que par le passé, lors des étapes précédentes de cette guerre infinie - qui devait nécessairement se retourner contre la Russie et la Chine (et contre l'Europe, plus ou moins indirectement) - c'est que pendant que les Arabes et les Africains ne se souciaient de rien (comme rien ne se soucie maintenant du Yémen). Maintenant que la guerre affecte le prix de l'essence et de la nourriture, c'est important. Aussi de ce point de vue, nihil…
26113	1	« IL Y A UN CALCUL ÉCONOMIQUE DERRIÈRE LE RÊVE IMPÉRIAL DE POUTINE »
26113	3	"La chanson à succès ""Imagine"" de John Lennon a toujours été une chanson populaire pour les mauvaises raisons. ""Imaginez que le monde ne fera qu'un"" est le meilleur moyen de finir en enfer."
26113	5	Ceux qui s'accrochent au pacifisme face à l'agression russe contre l'Ukraine s'empêtrent dans leur propre version de « l'imagination ». Imaginez un monde dans lequel les tensions ne seraient plus résolues par des conflits armés. L'Europe a persisté dans ce monde « imaginaire », ignorant les réalités brutales loin de ses frontières.
26113	7	Il est maintenant temps de se réveiller.
26113	9	Le rêve d'une victoire ukrainienne rapide, une réitération du rêve original d'une victoire russe rapide, est terminé.
26113	11	"Dans ce qui ressemble de plus en plus à une impasse prolongée, la Russie progresse lentement et son objectif ultime est explicite et énoncé. Plus besoin de savoir lire entre les lignes quand Poutine se compare à Pierre le Grand : ""A première vue, il semblait qu'il enlevait quelque chose à la Suède. Il ne lui enlevait rien, il lui donnait ça revient. Naturellement, c'était aussi à nous de reprendre ce qui nous appartenait et de renforcer le pays""."
26113	13	Plutôt que de se focaliser sur des questions particulières (la Russie est-elle vraiment simplement en train de « redonner » quelque chose ? Et à quoi ?), nous ferions bien de lire attentivement les mots de Poutine qui légitiment sa déclaration : « Pour affirmer un certain type de leadership, n'importe quel pays, n'importe quel peuple , tout groupe ethnique doit garantir sa souveraineté. Parce qu'il n'y a pas de juste milieu, pas d'État intermédiaire : un pays est soit souverain, soit une colonie ».
26113	15	"Ce que ces mots impliquent est clair : il y a deux catégories d'États, les souverains et les conquis. Du point de vue impérial de Poutine, l'Ukraine tombe dans cette dernière catégorie. De plus, comme cela ressort également des déclarations officielles russes de ces derniers mois, la ""deuxième catégorie"" comprend également la Bosnie-Herzégovine, le Kosovo, la Finlande, les États baltes et, en définitive, l'Europe elle-même."
26113	17	"Maintenant, par conséquent, nous pouvons comprendre ce que cela voulait dire lorsque Poutine a été invité à ""sauver la face"". Cela signifie accepter non pas tant un compromis territorial négligeable dans le Donbass, mais l'ambition impérialiste de Poutine. La raison pour laquelle cette ambition doit être carrément rejetée est que dans notre monde globalisé d'aujourd'hui, dans lequel nous sommes tous en proie aux mêmes catastrophes, nous sommes tous tirés vers le milieu, vers un état intermédiaire, qui n'est ni un pays souverain ni un pays conquis. pays: insister sur la pleine souveraineté face au réchauffement climatique est une pure folie, car notre survie même dépend d'une étroite coopération mondiale."
26113	19	La Russie, en revanche, ne se limite pas à ignorer complètement le réchauffement climatique : pourquoi s'est-elle fâchée avec les pays scandinaves lorsqu'ils ont exprimé leur intention d'adhérer à l'OTAN ? Avec le réchauffement climatique, le contrôle du passage du Nord-Ouest arctique est en jeu. (Pour cette même raison, Trump voulait acheter le Groenland au Danemark). En raison de l'évolution explosive de la Chine, du Japon et de la Corée du Sud, la voie de communication la plus importante passera au nord de la Russie et de la Scandinavie. Le plan stratégique de la Russie est de profiter du réchauffement climatique : contrôler la voie de communication la plus importante, ainsi que stimuler le développement de la Sibérie et contrôler l'Ukraine.
26113	21	De cette façon, la Russie assumera une position prépondérante dans la production de denrées alimentaires, ce qui lui permettra de faire chanter le monde entier. C'est la réalité économique derrière le rêve impérial de Poutine.
26114	3	Une politique criminelle et insensée. Ceux qui arrivent par mer et par terre ne suffisent pas à Lamorgese. Il veut en obtenir plus par avion.
26114	5	Rappelez-vous : chaque immigrant qui arrive en Italie signifie partager de moins en moins de ressources avec un autre. Cela signifie moins d'argent par habitant. Moins de place dans les hôpitaux, les crèches, les logements sociaux et les transports. Cela signifie moins d'eau et d'électricité. À l'ère de la pénurie, c'est un crime encore plus grand.
26114	7	Pas seulement l'ouverture des ports et l'institutionnalisation du trafic des ONG, pas seulement des milliers de Tunisiens débarqués puis relâchés sur le territoire avec un document de non-droit ridicule. Non seulement les navires de luxe où les envoyer en croisière.
26114	9	Le gouvernement de contagion et d'invasion accélère également les vols qui nous amènent des immigrants en Italie.
26114	11	Le gouvernement italien est le ******* de Sant'Egidio. Qui à son tour est le ******* de l'invasion.
26114	13	"""Ce sont des moments difficiles qui voient notre pays engagé sur plusieurs fronts, à commencer par la crise ukrainienne où nous avons eu de nombreuses demandes de protection mais je crois qu'il est très important de commencer et de continuer le long de la ligne des couloirs humanitaires car il est important qu'il y ait est une méthode légale pour arriver dans les pays méditerranéens ». Ainsi la ministre de l'Intérieur, Luciana Lamorgese, en marge d'une manifestation à Naples."
26114	14	« L'une des voies légales que nous poursuivons avec une grande détermination est celle des couloirs humanitaires. – conclut-il – Le point fondamental est d'essayer de parler de plus en plus des méthodes légales pour les faire venir d'autres pays en Italie ».
26114	16	Au total, 4 400 réfugiés sont arrivés en Europe avec le système des fameux couloirs humanitaires, dont plus de 3 600 en Italie.
26114	18	L'Italie s'enfonce dans une crise sans issue, ces criminels à Lampedusa attaqués par des milliers d'immigrés illégaux vont en Grèce les chercher. Un pays membre de l'UE. Personnes arrivant du Cameroun et du Congo. Ou de pays comme l'Irak et la Syrie où la guerre s'est terminée il y a des années et qui pourraient rentrer chez eux. Nous sommes gouvernés par des criminels qui nous prostituent aux trafiquants humanitaires du Vatican.
26114	20	Nous devons aller les chercher.
26114	22	Le but de ces « couloirs humanitaires » parrainés par Sant'Egidio, une entité qui œuvre pour la déconstruction ethnique de l'Europe, n'est pas d'aider, mais d'utiliser ces personnes en les déportant vers l'Europe. Sinon, le travail d'organisations telles que Sant'Egidio pour empêcher les vrais réfugiés syriens de rentrer chez eux depuis le Liban et la Turquie ne pourrait s'expliquer :
